"UNITID","Students","Demographic"
218973,936,"Women"
218991,2009,"Men"
218991,2762,"Women"
219000,937,"Men"
219000,1453,"Women"
219037,0,"Men"
219037,80,"Women"
219046,1247,"Men"
219046,2099,"Women"
219082,2292,"Men"
219082,1482,"Women"
219091,426,"Men"
219091,466,"Women"
219125,5,"Men"
219125,61,"Women"
219143,1185,"Men"
219143,1127,"Women"
219189,798,"Men"
219189,388,"Women"
219198,638,"Men"
219198,646,"Women"
219204,487,"Men"
219204,416,"Women"
219240,788,"Men"
219240,451,"Women"
219259,1425,"Men"
219259,2283,"Women"
219277,359,"Men"
219277,829,"Women"
219347,1961,"Men"
219347,615,"Women"
219356,5309,"Men"
219356,6747,"Women"
219374,147,"Men"
219374,445,"Women"
219383,595,"Men"
219383,855,"Women"
219392,6,"Men"
219392,22,"Women"
219408,80,"Men"
219408,126,"Women"
219426,1119,"Men"
219426,1540,"Women"
219453,1,"Men"
219453,132,"Women"
219471,3880,"Men"
219471,6739,"Women"
219480,514,"Men"
219480,650,"Women"
219505,27,"Men"
219505,19,"Women"
219587,0,"Men"
219587,63,"Women"
219596,284,"Men"
219596,82,"Women"
219602,4151,"Men"
219602,6288,"Women"
219639,104,"Men"
219639,787,"Women"
219709,2999,"Men"
219709,5804,"Women"
219718,1359,"Men"
219718,1577,"Women"
219790,786,"Men"
219790,915,"Women"
219806,1010,"Men"
219806,1659,"Women"
219824,2850,"Men"
219824,4773,"Women"
219833,843,"Men"
219833,929,"Women"
219842,327,"Men"
219842,190,"Women"
219851,2,"Men"
219851,99,"Women"
219879,1413,"Men"
219879,1869,"Women"
219888,2195,"Men"
219888,3517,"Women"
219903,34,"Men"
219903,483,"Women"
219949,1632,"Men"
219949,1825,"Women"
219976,1832,"Men"
219976,3185,"Women"
219994,1048,"Men"
219994,580,"Women"
220057,1064,"Men"
220057,2232,"Women"
220075,5310,"Men"
220075,8418,"Women"
220118,15,"Men"
220118,237,"Women"
220127,1016,"Men"
220127,834,"Women"
220163,2,"Men"
220163,80,"Women"
220181,387,"Men"
220181,672,"Women"
220206,192,"Men"
220206,197,"Women"
220215,1002,"Men"
220215,1304,"Women"
220251,420,"Men"
220251,309,"Women"
220279,655,"Men"
220279,359,"Women"
220321,1174,"Men"
220321,1242,"Women"
220394,277,"Men"
220394,178,"Women"
220400,1124,"Men"
220400,2394,"Women"
220464,49,"Men"
220464,117,"Women"
220473,495,"Men"
220473,483,"Women"
220491,4,"Men"
220491,197,"Women"
220516,452,"Men"
220516,705,"Women"
220552,1757,"Men"
220552,9800,"Women"
220598,407,"Men"
220598,331,"Women"
220604,256,"Men"
220604,403,"Women"
220613,1415,"Men"
220613,2299,"Women"
220631,1860,"Men"
220631,4221,"Women"
220640,684,"Men"
220640,371,"Women"
220701,406,"Men"
220701,640,"Women"
220710,517,"Men"
220710,619,"Women"
220756,139,"Men"
220756,16,"Women"
220765,65,"Men"
220765,235,"Women"
220792,393,"Men"
220792,833,"Women"
220853,1445,"Men"
220853,515,"Women"
220862,8223,"Men"
220862,12053,"Women"
220871,71,"Men"
220871,86,"Women"
220978,9412,"Men"
220978,11076,"Women"
220996,130,"Men"
220996,189,"Women"
221050,559,"Men"
221050,190,"Women"
221096,2221,"Men"
221096,3759,"Women"
221102,606,"Men"
221102,322,"Women"
221148,882,"Men"
221148,85,"Women"
221184,2674,"Men"
221184,4859,"Women"
221236,1548,"Men"
221236,736,"Women"
221281,144,"Men"
221281,134,"Women"
221333,537,"Men"
221333,205,"Women"
221351,769,"Men"
221351,1092,"Women"
221397,1665,"Men"
221397,3337,"Women"
221430,1081,"Men"
221430,578,"Women"
221485,2423,"Men"
221485,4581,"Women"
221494,521,"Men"
221494,102,"Women"
221519,818,"Men"
221519,906,"Women"
221582,383,"Men"
221582,176,"Women"
221591,548,"Men"
221591,220,"Women"
221607,521,"Men"
221607,291,"Women"
221616,1816,"Men"
221616,1301,"Women"
221625,992,"Men"
221625,589,"Women"
221643,4356,"Men"
221643,5043,"Women"
221661,1437,"Men"
221661,1792,"Women"
221670,171,"Men"
221670,359,"Women"
221731,444,"Men"
221731,754,"Women"
221740,4832,"Men"
221740,6943,"Women"
221759,17837,"Men"
221759,20891,"Women"
221768,2756,"Men"
221768,4743,"Women"
221829,6,"Men"
221829,317,"Women"
221838,2183,"Men"
221838,4127,"Women"
221847,5549,"Men"
221847,4962,"Women"
221892,1082,"Men"
221892,2113,"Women"
221908,2706,"Men"
221908,3051,"Women"
221953,560,"Men"
221953,543,"Women"
221971,968,"Men"
221971,1745,"Women"
221999,5934,"Men"
221999,7641,"Women"
222053,2633,"Men"
222053,4330,"Women"
222062,2113,"Men"
222062,3786,"Women"
222105,438,"Men"
222105,30,"Women"
222178,1805,"Men"
222178,3414,"Women"
222567,2430,"Men"
222567,3442,"Women"
222576,3370,"Men"
222576,5892,"Women"
222628,260,"Men"
222628,632,"Women"
222822,1408,"Men"
222822,2482,"Women"
222831,4760,"Men"
222831,6782,"Women"
222877,204,"Men"
222877,98,"Women"
222886,37,"Men"
222886,525,"Women"
222983,575,"Men"
222983,642,"Women"
222992,17089,"Men"
222992,22638,"Women"
223001,62,"Men"
223001,93,"Women"
223056,2,"Men"
223056,29,"Women"
223083,96,"Men"
223083,479,"Women"
223117,66,"Men"
223117,9,"Women"
223223,723,"Men"
223223,1051,"Women"
223232,8103,"Men"
223232,12523,"Women"
223320,1468,"Men"
223320,2791,"Women"
223427,8685,"Men"
223427,9410,"Women"
223463,94,"Men"
223463,156,"Women"
223472,21,"Men"
223472,179,"Women"
223506,1702,"Men"
223506,2110,"Women"
223816,3483,"Men"
223816,4890,"Women"
223852,1,"Men"
223852,68,"Women"
223898,1198,"Men"
223898,1962,"Women"
223922,668,"Men"
223922,896,"Women"
224004,490,"Men"
224004,906,"Women"
224013,1,"Men"
224013,54,"Women"
224110,3422,"Men"
224110,4684,"Women"
224147,4465,"Men"
224147,6801,"Women"
224156,12,"Men"
224156,316,"Women"
224226,1672,"Men"
224226,2452,"Women"
224244,157,"Men"
224244,91,"Women"
224271,83,"Men"
224271,371,"Women"
224305,1466,"Men"
224305,1123,"Women"
224323,1047,"Men"
224323,1031,"Women"
224350,4444,"Men"
224350,5812,"Women"
224527,850,"Men"
224527,963,"Women"
224545,898,"Men"
224545,1514,"Women"
224554,5189,"Men"
224554,8063,"Women"
224615,28600,"Men"
224615,41149,"Women"
224642,10893,"Men"
224642,14674,"Women"
224660,325,"Men"
224660,286,"Women"
224679,1029,"Men"
224679,177,"Women"
224712,34,"Men"
224712,75,"Women"
224758,0,"Men"
224758,14,"Women"
224891,846,"Men"
224891,955,"Women"
224961,838,"Men"
224961,1567,"Women"
225043,6,"Men"
225043,2,"Women"
225070,1685,"Men"
225070,2639,"Women"
225201,544,"Men"
225201,292,"Women"
225247,772,"Men"
225247,893,"Women"
225308,2429,"Men"
225308,3532,"Women"
225371,1626,"Men"
225371,2532,"Women"
225399,1554,"Men"
225399,2722,"Women"
225414,3106,"Men"
225414,5031,"Women"
225423,22304,"Men"
225423,30949,"Women"
225432,5200,"Men"
225432,8530,"Women"
225502,1280,"Men"
225502,2306,"Women"
225511,22942,"Men"
225511,25038,"Women"
225520,1552,"Men"
225520,2549,"Women"
225548,427,"Men"
225548,382,"Women"
225575,486,"Men"
225575,573,"Women"
225627,2665,"Men"
225627,4382,"Women"
225876,238,"Men"
225876,280,"Women"
225885,283,"Men"
225885,339,"Women"
225991,42,"Men"
225991,28,"Women"
226019,2910,"Men"
226019,4288,"Women"
226091,6190,"Men"
226091,11582,"Women"
226107,1365,"Men"
226107,2264,"Women"
226116,2150,"Men"
226116,2530,"Women"
226134,4674,"Men"
226134,6355,"Women"
226152,3403,"Men"
226152,5588,"Women"
226204,4235,"Men"
226204,4088,"Women"
226231,1798,"Men"
226231,1532,"Women"
226277,1414,"Men"
226277,125,"Women"
226383,596,"Men"
226383,999,"Women"
226408,1904,"Men"
226408,3223,"Women"
226471,1217,"Men"
226471,2104,"Women"
226578,2581,"Men"
226578,5269,"Women"
226587,1529,"Men"
226587,1646,"Women"
226675,59,"Men"
226675,301,"Women"
226806,2283,"Men"
226806,3407,"Women"
226833,1924,"Men"
226833,3400,"Women"
226860,0,"Men"
226860,73,"Women"
226879,55,"Men"
226879,197,"Women"
226903,250,"Men"
226903,496,"Women"
227058,1,"Men"
227058,43,"Women"
227146,2401,"Men"
227146,4156,"Women"
227182,30529,"Men"
227182,42548,"Women"
227216,21515,"Men"
227216,25349,"Women"
227225,1226,"Men"
227225,1982,"Women"
227289,116,"Men"
227289,57,"Women"
227298,180,"Men"
227298,12,"Women"
227304,4327,"Men"
227304,5654,"Women"
227313,9,"Men"
227313,365,"Women"
227322,14,"Men"
227322,486,"Women"
227331,490,"Men"
227331,1478,"Women"
227368,14150,"Men"
227368,19731,"Women"
227377,3835,"Men"
227377,4993,"Women"
227386,893,"Men"
227386,1798,"Women"
227401,1709,"Men"
227401,2824,"Women"
227429,221,"Men"
227429,407,"Women"
227526,3363,"Men"
227526,6559,"Women"
227687,1121,"Men"
227687,1401,"Women"
227748,333,"Men"
227748,27,"Women"
227757,4983,"Men"
227757,3978,"Women"
227845,1156,"Men"
227845,1877,"Women"
227854,7500,"Men"
227854,9799,"Women"
227863,1870,"Men"
227863,2431,"Women"
227881,7703,"Men"
227881,13336,"Women"
227924,7682,"Men"
227924,12219,"Women"
227979,13026,"Men"
227979,18786,"Women"
228042,581,"Men"
228042,745,"Women"
228088,0,"Men"
228088,38,"Women"
228149,1402,"Men"
228149,2054,"Women"
228158,3592,"Men"
228158,5506,"Women"
228185,18,"Men"
228185,5,"Women"
228194,464,"Men"
228194,625,"Women"
228200,295,"Men"
228200,226,"Women"
228219,311,"Men"
228219,235,"Women"
228246,6048,"Men"
228246,6068,"Women"
228282,2,"Men"
228282,19,"Women"
228316,2728,"Men"
228316,3797,"Women"
228325,901,"Men"
228325,893,"Women"
228343,653,"Men"
228343,787,"Women"
228431,3742,"Men"
228431,6730,"Women"
228459,16264,"Men"
228459,24410,"Women"
228468,330,"Men"
228468,434,"Women"
228486,62,"Men"
228486,48,"Women"
228501,967,"Men"
228501,1417,"Women"
228529,6669,"Men"
228529,10764,"Women"
228547,18463,"Men"
228547,25465,"Women"
228608,1793,"Men"
228608,3481,"Women"
228635,1119,"Men"
228635,1430,"Women"
228644,1296,"Men"
228644,2490,"Women"
228653,1002,"Men"
228653,2239,"Women"
228699,1689,"Men"
228699,2601,"Women"
228705,3310,"Men"
228705,3554,"Women"
228723,41363,"Men"
228723,36958,"Women"
228769,17909,"Men"
228769,27047,"Women"
228778,23614,"Men"
228778,30250,"Women"
228787,16880,"Men"
228787,13006,"Women"
228796,11230,"Men"
228796,13809,"Women"
228802,3757,"Men"
228802,6605,"Women"
228866,146,"Men"
228866,115,"Women"
228875,5018,"Men"
228875,7920,"Women"
228884,390,"Men"
228884,224,"Women"
228909,775,"Men"
228909,1557,"Women"
228981,658,"Men"
228981,765,"Women"
229018,2206,"Men"
229018,3379,"Women"
229027,17292,"Men"
229027,18478,"Women"
229063,3088,"Men"
229063,5616,"Women"
229115,19861,"Men"
229115,20896,"Women"
229160,1038,"Men"
229160,1449,"Women"
229179,1704,"Men"
229179,13657,"Women"
229267,1209,"Men"
229267,1478,"Women"
229300,1519,"Men"
229300,3419,"Women"
229337,1249,"Men"
229337,3849,"Women"
229355,4341,"Men"
229355,7544,"Women"
229416,2418,"Men"
229416,214,"Women"
229425,0,"Men"
229425,53,"Women"
229504,808,"Men"
229504,1491,"Women"
229522,14,"Men"
229522,59,"Women"
229540,1147,"Men"
229540,2129,"Women"
229656,2,"Men"
229656,342,"Women"
229780,1370,"Men"
229780,1439,"Women"
229799,2357,"Men"
229799,4163,"Women"
229814,3745,"Men"
229814,5300,"Women"
229832,665,"Men"
229832,720,"Women"
229841,2321,"Men"
229841,3183,"Women"
229887,358,"Men"
229887,425,"Women"
230010,926,"Men"
230010,756,"Women"
230038,17517,"Men"
230038,18356,"Women"
230047,1214,"Men"
230047,1692,"Women"
230065,4,"Men"
230065,253,"Women"
230144,2,"Men"
230144,68,"Women"
230162,2602,"Men"
230162,1586,"Women"
230171,5544,"Men"
230171,7623,"Women"
230199,2,"Men"
230199,49,"Women"
230205,0,"Men"
230205,66,"Women"
230214,32,"Men"
230214,255,"Women"
230366,48,"Men"
230366,362,"Women"
230418,3632,"Men"
230418,3962,"Women"
230490,2719,"Men"
230490,1488,"Women"
230597,2466,"Men"
230597,3111,"Women"
230603,6598,"Men"
230603,8846,"Women"
230676,1455,"Men"
230676,547,"Women"
230728,13113,"Men"
230728,15791,"Women"
230737,23390,"Men"
230737,23417,"Women"
230746,12305,"Men"
230746,15132,"Women"
230764,18931,"Men"
230764,17963,"Women"
230782,14119,"Men"
230782,18582,"Women"
230807,439,"Men"
230807,716,"Women"
230816,247,"Men"
230816,680,"Women"
230852,1932,"Men"
230852,1327,"Women"
230861,1550,"Men"
230861,3478,"Women"
230959,1296,"Men"
230959,1507,"Women"
230995,2129,"Men"
230995,1020,"Women"
231004,8,"Men"
231004,72,"Women"
231059,575,"Men"
231059,748,"Women"
231068,165,"Men"
231068,479,"Women"
231095,25,"Men"
231095,32,"Women"
231147,222,"Men"
231147,500,"Women"
231165,2071,"Men"
231165,3022,"Women"
231174,5401,"Men"
231174,9075,"Women"
231280,13,"Men"
231280,156,"Women"
231411,373,"Men"
231411,42,"Women"
231420,662,"Men"
231420,814,"Women"
231536,1498,"Men"
231536,2292,"Women"
231554,459,"Men"
231554,500,"Women"
231581,757,"Men"
231581,691,"Women"
231624,4053,"Men"
231624,5765,"Women"
231651,3888,"Men"
231651,6769,"Women"
231688,0,"Men"
231688,24,"Women"
231697,1446,"Men"
231697,2035,"Women"
231712,2113,"Men"
231712,2341,"Women"
231785,281,"Men"
231785,1436,"Women"
231873,376,"Men"
231873,613,"Women"
231882,985,"Men"
231882,1480,"Women"
231970,417,"Men"
231970,799,"Women"
232025,541,"Men"
232025,770,"Women"
232043,418,"Men"
232043,736,"Women"
232052,338,"Men"
232052,521,"Women"
232089,449,"Men"
232089,314,"Women"
232186,19381,"Men"
232186,20385,"Women"
232195,3294,"Men"
232195,5250,"Women"
232256,946,"Men"
232256,0,"Women"
232265,1390,"Men"
232265,2854,"Women"
232308,12,"Men"
232308,749,"Women"
232414,3716,"Men"
232414,4965,"Women"
232423,9698,"Men"
232423,13042,"Women"
232450,3956,"Men"
232450,5424,"Women"
232557,44264,"Men"
232557,60063,"Women"
232566,1316,"Men"
232566,3296,"Women"
232575,2366,"Men"
232575,3536,"Women"
232609,907,"Men"
232609,1409,"Women"
232618,19,"Men"
232618,200,"Women"
232672,420,"Men"
232672,1352,"Women"
232681,1364,"Men"
232681,2462,"Women"
232706,1722,"Men"
232706,2338,"Women"
232724,2,"Men"
232724,28,"Women"
232788,819,"Men"
232788,1297,"Women"
232797,214,"Men"
232797,556,"Women"
232867,2204,"Men"
232867,2050,"Women"
232885,26,"Men"
232885,286,"Women"
232919,308,"Men"
232919,59,"Women"
232937,1982,"Men"
232937,4071,"Women"
232946,27390,"Men"
232946,29067,"Women"
232982,10454,"Men"
232982,13289,"Women"
233019,854,"Men"
233019,1054,"Women"
233037,475,"Men"
233037,744,"Women"
233082,14,"Men"
233082,137,"Women"
233116,2236,"Men"
233116,3027,"Women"
233277,2555,"Men"
233277,5257,"Women"
233286,22,"Men"
233286,153,"Women"
233295,777,"Men"
233295,910,"Women"
233301,332,"Men"
233301,484,"Women"
233310,1140,"Men"
233310,1822,"Women"
233329,14,"Men"
233329,385,"Women"
233338,1185,"Men"
233338,1603,"Women"
233356,59,"Men"
233356,532,"Women"
233374,1649,"Men"
233374,2073,"Women"
233408,30,"Men"
233408,320,"Women"
233426,862,"Men"
233426,942,"Women"
233480,6,"Men"
233480,29,"Women"
233541,1338,"Men"
233541,3116,"Women"
233602,40,"Men"
233602,24,"Women"
233611,497,"Men"
233611,439,"Women"
233639,1154,"Men"
233639,2152,"Women"
233648,910,"Men"
233648,1454,"Women"
233666,2,"Men"
233666,22,"Women"
233684,628,"Men"
233684,1370,"Women"
233718,0,"Men"
233718,444,"Women"
233754,2734,"Men"
233754,3676,"Women"
233772,7251,"Men"
233772,9633,"Women"
233842,53,"Men"
233842,106,"Women"
233897,824,"Men"
233897,1343,"Women"
233903,743,"Men"
233903,1339,"Women"
233921,21926,"Men"
233921,16931,"Women"
233949,2760,"Men"
233949,3572,"Women"
234030,10189,"Men"
234030,18275,"Women"
234076,11946,"Men"
234076,14463,"Women"
234085,1307,"Men"
234085,220,"Women"
234119,66,"Men"
234119,78,"Women"
234137,231,"Men"
234137,350,"Women"
234155,2259,"Men"
234155,3346,"Women"
234164,807,"Men"
234164,839,"Women"
234173,866,"Men"
234173,987,"Women"
234207,1115,"Men"
234207,1126,"Women"
234377,805,"Men"
234377,1302,"Women"
234669,5478,"Men"
234669,7007,"Women"
234696,963,"Men"
234696,1084,"Women"
234711,719,"Men"
234711,1138,"Women"
234827,4795,"Men"
234827,6016,"Women"
234845,889,"Men"
234845,1355,"Women"
234915,881,"Men"
234915,1126,"Women"
234924,31,"Men"
234924,225,"Women"
234933,2928,"Men"
234933,4535,"Women"
234951,1377,"Men"
234951,2031,"Women"
234979,3250,"Men"
234979,4260,"Women"
235024,144,"Men"
235024,361,"Women"
235088,185,"Men"
235088,13,"Women"
235097,4223,"Men"
235097,6269,"Women"
235103,2891,"Men"
235103,3658,"Women"
235149,2730,"Men"
235149,3968,"Women"
235167,986,"Men"
235167,1504,"Women"
235237,3037,"Men"
235237,5100,"Women"
235316,3263,"Men"
235316,4207,"Women"
235334,739,"Men"
235334,838,"Women"
235343,3796,"Men"
235343,4171,"Women"
235352,30,"Men"
235352,101,"Women"
235422,206,"Men"
235422,731,"Women"
235431,2037,"Men"
235431,3555,"Women"
235547,92,"Men"
235547,642,"Women"
235671,2400,"Men"
235671,1683,"Women"
235699,1530,"Men"
235699,2034,"Women"
235750,869,"Men"
235750,1855,"Women"
236018,12,"Men"
236018,28,"Women"
236072,2080,"Men"
236072,3489,"Women"
236133,401,"Men"
236133,652,"Women"
236188,2460,"Men"
236188,3324,"Women"
236212,886,"Men"
236212,186,"Women"
236230,979,"Men"
236230,1818,"Women"
236258,769,"Men"
236258,1384,"Women"
236328,759,"Men"
236328,1105,"Women"
236382,1652,"Men"
236382,1172,"Women"
236452,591,"Men"
236452,799,"Women"
236504,3614,"Men"
236504,1596,"Women"
236513,2306,"Men"
236513,3090,"Women"
236577,763,"Men"
236577,1498,"Women"
236595,2639,"Men"
236595,4550,"Women"
236610,1844,"Men"
236610,2633,"Women"
236638,1693,"Men"
236638,2335,"Women"
236656,1948,"Men"
236656,2923,"Women"
236692,2955,"Men"
236692,3858,"Women"
236708,1710,"Men"
236708,2609,"Women"
236744,4,"Men"
236744,46,"Women"
236753,2177,"Men"
236753,4022,"Women"
236887,1445,"Men"
236887,1522,"Women"
236896,699,"Men"
236896,727,"Women"
236939,11714,"Men"
236939,13971,"Women"
236948,29577,"Men"
236948,27420,"Women"
236975,1153,"Men"
236975,1914,"Women"
237011,6292,"Men"
237011,8418,"Women"
237039,1510,"Men"
237039,2164,"Women"
237057,672,"Men"
237057,889,"Women"
237066,991,"Men"
237066,1323,"Women"
237109,1215,"Men"
237109,2594,"Women"
237127,1,"Men"
237127,48,"Women"
237136,124,"Men"
237136,99,"Women"
237145,1,"Men"
237145,16,"Women"
237172,46,"Men"
237172,32,"Women"
237181,376,"Men"
237181,264,"Women"
237215,454,"Men"
237215,687,"Women"
237242,25,"Men"
237242,26,"Women"
237303,13,"Men"
237303,33,"Women"
237312,1873,"Men"
237312,1189,"Women"
237321,5,"Men"
237321,42,"Women"
237330,740,"Men"
237330,1203,"Women"
237358,285,"Men"
237358,376,"Women"
237367,1374,"Men"
237367,1931,"Women"
237385,834,"Men"
237385,931,"Women"
237437,60,"Men"
237437,122,"Women"
237473,93,"Men"
237473,6,"Women"
237491,4,"Men"
237491,14,"Women"
237525,4861,"Men"
237525,7097,"Women"
237543,41,"Men"
237543,79,"Women"
237561,14,"Men"
237561,29,"Women"
237570,2,"Men"
237570,66,"Women"
237686,1071,"Men"
237686,1657,"Women"
237701,411,"Men"
237701,666,"Women"
237729,79,"Men"
237729,89,"Women"
237783,390,"Men"
237783,693,"Women"
237792,1273,"Men"
237792,2066,"Women"
237817,484,"Men"
237817,998,"Women"
237844,50,"Men"
237844,59,"Women"
237880,396,"Men"
237880,439,"Women"
237899,1361,"Men"
237899,1885,"Women"
237905,12,"Men"
237905,52,"Women"
237932,875,"Men"
237932,1424,"Women"
237950,671,"Men"
237950,607,"Women"
237969,498,"Men"
237969,557,"Women"
237987,51,"Men"
237987,343,"Women"
237996,87,"Men"
237996,586,"Women"
238005,9,"Men"
238005,77,"Women"
238014,570,"Men"
238014,955,"Women"
238032,11183,"Men"
238032,12460,"Women"
238078,433,"Men"
238078,341,"Women"
238096,0,"Men"
238096,31,"Women"
238175,2,"Men"
238175,107,"Women"
238193,148,"Men"
238193,1169,"Women"
238263,6060,"Men"
238263,7581,"Women"
238324,169,"Men"
238324,758,"Women"
238333,488,"Men"
238333,516,"Women"
238397,1043,"Men"
238397,1768,"Women"
238458,996,"Men"
238458,2142,"Women"
238476,1222,"Men"
238476,1622,"Women"
238616,2216,"Men"
238616,3037,"Women"
238661,912,"Men"
238661,1547,"Women"
238722,5706,"Men"
238722,4964,"Women"
238759,4764,"Men"
238759,5336,"Women"
238810,2,"Men"
238810,58,"Women"
238980,1213,"Men"
238980,1600,"Women"
239008,1693,"Men"
239008,1610,"Women"
239017,683,"Men"
239017,734,"Women"
239071,446,"Men"
239071,514,"Women"
239080,422,"Men"
239080,824,"Women"
239105,4954,"Men"
239105,6792,"Women"
239169,692,"Men"
239169,985,"Women"
239220,1390,"Men"
239220,1754,"Women"
239248,5503,"Men"
239248,8289,"Women"
239309,160,"Men"
239309,678,"Women"
239318,2070,"Men"
239318,883,"Women"
239372,1838,"Men"
239372,2333,"Women"
239390,79,"Men"
239390,1103,"Women"
239424,124,"Men"
239424,19,"Women"
239442,526,"Men"
239442,858,"Women"
239460,2880,"Men"
239460,3866,"Women"
239488,5061,"Men"
239488,6765,"Women"
239512,166,"Men"
239512,120,"Women"
239628,388,"Men"
239628,321,"Women"
239637,116,"Men"
239637,12,"Women"
239716,912,"Men"
239716,1120,"Women"
239877,2,"Men"
239877,55,"Women"
239910,1227,"Men"
239910,1622,"Women"
240107,547,"Men"
240107,1547,"Women"
240116,3834,"Men"
240116,4496,"Women"
240125,4436,"Men"
240125,3931,"Women"
240170,1659,"Men"
240170,1966,"Women"
240189,5719,"Men"
240189,6027,"Women"
240198,1205,"Men"
240198,1735,"Women"
240213,13,"Men"
240213,65,"Women"
240268,3970,"Men"
240268,6079,"Women"
240277,4349,"Men"
240277,6825,"Women"
240329,4377,"Men"
240329,6069,"Women"
240338,500,"Men"
240338,527,"Women"
240365,5327,"Men"
240365,7626,"Women"
240374,1750,"Men"
240374,2175,"Women"
240392,683,"Men"
240392,4591,"Women"
240417,3709,"Men"
240417,3217,"Women"
240426,891,"Men"
240426,1942,"Women"
240444,23932,"Men"
240444,27112,"Women"
240453,9606,"Men"
240453,12844,"Women"
240462,3908,"Men"
240462,2481,"Women"
240471,1952,"Men"
240471,3291,"Women"
240480,3428,"Men"
240480,4805,"Women"
240505,1505,"Men"
240505,1898,"Women"
240514,928,"Men"
240514,1277,"Women"
240596,589,"Men"
240596,868,"Women"
240620,1499,"Men"
240620,2694,"Women"
240657,663,"Men"
240657,823,"Women"
240666,1538,"Men"
240666,1996,"Women"
240693,1069,"Men"
240693,1584,"Women"
240709,4,"Men"
240709,43,"Women"
240718,1223,"Men"
240718,112,"Women"
240727,4848,"Men"
240727,5965,"Women"
240736,251,"Men"
240736,592,"Women"
240745,615,"Men"
240745,815,"Women"
240754,1198,"Men"
240754,1698,"Women"
240790,465,"Men"
240790,774,"Women"
240879,24,"Men"
240879,69,"Women"
241146,42,"Men"
241146,126,"Women"
241182,56,"Men"
241182,230,"Women"
241191,380,"Men"
241191,559,"Women"
241216,902,"Men"
241216,638,"Women"
241225,218,"Men"
241225,480,"Women"
241304,691,"Men"
241304,1985,"Women"
241331,414,"Men"
241331,2090,"Women"
241377,326,"Men"
241377,631,"Women"
241386,42,"Men"
241386,85,"Women"
241395,161,"Men"
241395,479,"Women"
241410,1919,"Men"
241410,3649,"Women"
241517,37,"Men"
241517,82,"Women"
241614,133,"Men"
241614,133,"Women"
241720,209,"Men"
241720,282,"Women"
241739,2046,"Men"
241739,4051,"Women"
241766,238,"Men"
241766,109,"Women"
241793,182,"Men"
241793,176,"Women"
241836,323,"Men"
241836,742,"Women"
241906,82,"Men"
241906,155,"Women"
241951,101,"Men"
241951,365,"Women"
242042,222,"Men"
242042,101,"Women"
242112,200,"Men"
242112,230,"Women"
242121,72,"Men"
242121,101,"Women"
242130,63,"Men"
242130,276,"Women"
242149,90,"Men"
242149,283,"Women"
242556,129,"Men"
242556,87,"Women"
242583,129,"Men"
242583,50,"Women"
242617,1395,"Men"
242617,1719,"Women"
242626,1228,"Men"
242626,1933,"Women"
242635,889,"Men"
242635,1735,"Women"
242644,365,"Men"
242644,655,"Women"
242653,1526,"Men"
242653,2575,"Women"
242662,1050,"Men"
242662,1875,"Women"
242680,471,"Men"
242680,726,"Women"
242699,794,"Men"
242699,1693,"Women"
242705,2029,"Men"
242705,1527,"Women"
242723,254,"Men"
242723,438,"Women"
242820,340,"Men"
242820,91,"Women"
242945,67,"Men"
242945,89,"Women"
242954,19,"Men"
242954,57,"Women"
242972,10730,"Men"
242972,20064,"Women"
243081,335,"Men"
243081,635,"Women"
243106,860,"Men"
243106,1068,"Women"
243115,1092,"Men"
243115,1612,"Women"
243133,1452,"Men"
243133,1399,"Women"
243142,890,"Men"
243142,1686,"Women"
243151,665,"Men"
243151,1428,"Women"
243179,853,"Men"
243179,1724,"Women"
243188,171,"Men"
243188,163,"Women"
243197,5897,"Men"
243197,4721,"Women"
243203,613,"Men"
243203,1331,"Women"
243212,1100,"Men"
243212,1273,"Women"
243221,4380,"Men"
243221,6932,"Women"
243346,1943,"Men"
243346,3242,"Women"
243443,1690,"Men"
243443,3347,"Women"
243498,74,"Men"
243498,61,"Women"
243568,236,"Men"
243568,368,"Women"
243577,2947,"Men"
243577,1276,"Women"
243586,235,"Men"
243586,444,"Women"
243601,3750,"Men"
243601,6159,"Women"
243638,642,"Men"
243638,1087,"Women"
243647,151,"Men"
243647,242,"Women"
243665,545,"Men"
243665,1247,"Women"
243744,9667,"Men"
243744,8958,"Women"
243780,34856,"Men"
243780,23802,"Women"
243823,1001,"Men"
243823,1307,"Women"
243832,408,"Men"
243832,1105,"Women"
243841,60,"Men"
243841,379,"Women"
244233,79,"Men"
244233,226,"Women"
244279,10,"Men"
244279,153,"Women"
244437,6839,"Men"
244437,10598,"Women"
244446,1291,"Men"
244446,1991,"Women"
244613,417,"Men"
244613,26,"Women"
245281,42,"Men"
245281,56,"Women"
245625,361,"Men"
245625,583,"Women"
245652,249,"Men"
245652,218,"Women"
245777,61,"Men"
245777,0,"Women"
245838,297,"Men"
245838,613,"Women"
245847,67,"Men"
245847,196,"Women"
245865,181,"Men"
245865,811,"Women"
245883,138,"Men"
245883,633,"Women"
245892,116,"Men"
245892,370,"Women"
245953,761,"Men"
245953,1636,"Women"
245962,33,"Men"
245962,356,"Women"
245980,4,"Men"
245980,34,"Women"
245999,1441,"Men"
245999,1393,"Women"
246017,601,"Men"
246017,558,"Women"
246035,108,"Men"
246035,146,"Women"
246071,8,"Men"
246071,105,"Women"
246354,4762,"Men"
246354,7633,"Women"
246415,0,"Men"
246415,39,"Women"
