"unitid","Year","Weapon Possession (Discipline)","Drug Law Violation","Liquor Law Violation"
"107655","2019",0,0,0
"107664","2019",0,0,0
"107743","2019",0,0,0
"107789","2019",0,0,0
"107831","2019",0,0,0
"107840","2019",0,0,0
"107877","2019",0,1,1
"107983","2019",0,18,34
"107992","2019",0,0,4
"108065","2019",0,0,0
"108092","2019",2,12,26
"108232","2019",0,6,19
"108269","2019",0,0,0
"108667","2019",0,0,0
"108852","2019",0,0,0
"108861","2019",0,0,0
"108870","2019",0,0,0
"108977","2019",0,0,0
"109040","2019",0,0,0
"109086","2019",0,0,0
"109350","2019",1,1,1
"109721","2019",0,0,0
"109730","2019",0,0,0
"109907","2019",1,0,0
"109934","2019",0,0,0
"110060","2019",0,0,0
"110194","2019",0,0,0
"110219","2019",0,0,0
"110246","2019",0,5,0
"110316","2019",0,0,0
"110398","2019",0,0,0
"110404","2019",0,5,226
"110422","2019",0,24,43
"110486","2019",1,0,12
"110529","2019",1,31,39
"110547","2019",0,22,9
"110583","2019",0,0,0
"110608","2019",2,80,64
"110617","2019",0,21,1
"110662","2019",0,122,468
"110680","2019",1,148,589
"110705","2019",1,72,232
"110714","2019",6,667,959
"110778","2019",0,0,0
"110875","2019",0,0,0
"110918","2019",0,0,0
"111045","2019",0,0,0
"111054","2019",0,0,0
"111081","2019",0,15,10
"111391","2019",0,0,0
"111434","2019",0,0,0
"111461","2019",0,0,0
"111513","2019",0,0,0
"111638","2019",0,0,0
"111708","2019",0,0,0
"111717","2019",0,0,0
"111726","2019",0,0,0
"111744","2019",0,0,0
"111762","2019",0,0,0
"111799","2019",0,0,0
"111887","2019",0,0,0
"111966","2019",0,0,0
"112084","2019",0,0,0
"112127","2019",0,0,0
"112172","2019",0,1,1
"112181","2019",0,0,0
"112251","2019",0,0,0
"112260","2019",2,4,0
"112288","2019",0,0,0
"112367","2019",0,0,0
"112394","2019",0,1,0
"112455","2019",0,0,0
"112561","2019",0,0,0
"112686","2019",0,0,0
"112826","2019",0,0,0
"113111","2019",0,0,0
"113218","2019",0,1,1
"113333","2019",0,0,0
"113449","2019",0,0,0
"113537","2019",0,0,0
"113582","2019",0,0,0
"113634","2019",0,0,0
"113698","2019",0,2,2
"113704","2019",0,0,0
"113980","2019",0,4,1
"114044","2019",0,0,0
"114114","2019",0,0,0
"114123","2019",0,0,0
"114266","2019",0,0,0
"114390","2019",0,0,0
"114433","2019",0,16,26
"114460","2019",0,0,0
"114549","2019",0,0,0
"114637","2019",0,0,0
"114716","2019",0,0,0
"114734","2019",0,0,0
"114761","2019",0,0,0
"114859","2019",1,1,1
"114947","2019",0,0,0
"115010","2019",0,0,0
"115083","2019",0,0,0
"115126","2019",0,1,0
"115214","2019",0,0,0
"115296","2019",0,0,0
"115357","2019",0,0,0
"115409","2019",0,0,13
"115658","2019",0,0,0
"115728","2019",1,0,28
"115746","2019",0,0,0
"115755","2019",0,68,20
"115861","2019",1,3,0
"115931","2019",0,0,0
"116226","2019",0,0,0
"116439","2019",0,0,0
"116563","2019",0,0,0
"116846","2019",0,0,0
"117104","2019",0,0,1
"117168","2019",0,0,0
"117195","2019",0,0,0
"117238","2019",0,0,0
"117247","2019",0,0,0
"117274","2019",1,1,1
"117520","2019",0,0,0
"117557","2019",0,0,0
"117575","2019",0,0,0
"117636","2019",0,1,0
"117672","2019",0,0,0
"117690","2019",0,0,0
"117706","2019",0,0,0
"117715","2019",0,0,0
"117724","2019",0,0,0
"117733","2019",0,0,0
"117788","2019",0,0,0
"117803","2019",0,0,0
"117867","2019",0,0,0
"117894","2019",0,0,0
"117955","2019",0,0,0
"118134","2019",0,0,0
"118143","2019",0,0,0
"118161","2019",0,0,0
"118198","2019",0,0,0
"118541","2019",0,0,0
"118693","2019",2,12,10
"118772","2019",0,0,0
"118888","2019",0,5,0
"118930","2019",0,1,0
"118958","2019",0,0,0
"119058","2019",0,0,0
"119137","2019",0,0,0
"119164","2019",1,2,2
"119775","2019",0,0,0
"119845","2019",0,0,0
"120069","2019",0,0,0
"120078","2019",0,0,0
"120087","2019",0,0,0
"120184","2019",0,0,26
"120254","2019",1,92,98
"120342","2019",1,0,0
"120421","2019",0,0,0
"120661","2019",0,0,0
"120698","2019",0,0,0
"120795","2019",0,0,0
"120838","2019",0,0,0
"120865","2019",0,7,9
"121257","2019",0,31,47
"121275","2019",0,0,0
"121345","2019",0,16,41
"121363","2019",0,0,0
"121433","2019",0,0,0
"121628","2019",0,0,0
"121637","2019",0,0,0
"121859","2019",0,0,0
"121868","2019",0,0,0
"121901","2019",0,0,1
"122117","2019",0,0,0
"122205","2019",1,2,0
"122339","2019",0,0,0
"122375","2019",0,0,0
"122384","2019",0,0,0
"122454","2019",0,3,6
"122506","2019",0,0,0
"122649","2019",0,0,0
"122728","2019",0,0,0
"122746","2019",0,0,0
"122791","2019",1,0,0
"122852","2019",0,0,0
"122977","2019",1,1,0
"123095","2019",0,0,0
"123165","2019",0,2,10
"123280","2019",0,0,0
"123350","2019",0,0,0
"123448","2019",0,0,0
"123457","2019",0,2,3
"123493","2019",0,0,0
"123509","2019",0,0,0
"123554","2019",2,52,2
"123572","2019",4,6,4
"123642","2019",0,0,0
"123651","2019",0,11,19
"123679","2019",0,0,0
"123916","2019",0,0,0
"123943","2019",0,0,0
"123952","2019",0,0,0
"123970","2019",0,0,0
"124113","2019",0,0,4
"124283","2019",0,0,0
"124292","2019",0,0,0
"124487","2019",0,0,0
"124681","2019",0,0,0
"124706","2019",0,0,0
"124937","2019",0,0,0
"125037","2019",0,0,0
"125091","2019",1,0,0
"125170","2019",0,0,0
"125231","2019",0,0,0
"125310","2019",0,0,0
"125462","2019",0,0,0
"125471","2019",0,2,0
"125499","2019",0,0,1
"125718","2019",0,0,0
"126049","2019",0,0,0
"126076","2019",0,0,0
"126164","2019",0,0,0
"126182","2019",0,34,44
"126359","2019",0,0,0
"126580","2019",0,89,160
"126605","2019",0,0,0
"126614","2019",0,821,1731
"126669","2019",0,2,9
"126678","2019",4,80,211
"126687","2019",0,0,0
"126711","2019",0,16,51
"126775","2019",0,4,84
"126784","2019",0,0,0
"126818","2019",2,390,834
"126872","2019",0,0,0
"126915","2019",0,0,0
"126951","2019",0,0,0
"127060","2019",6,200,338
"127158","2019",0,0,0
"127185","2019",0,54,105
"127273","2019",0,0,0
"127316","2019",0,0,0
"127389","2019",0,4,21
"127565","2019",0,0,0
"127617","2019",0,0,0
"127732","2019",0,0,0
"127778","2019",0,7,21
"127909","2019",0,0,0
"127945","2019",0,0,0
"127954","2019",0,0,0
"128106","2019",1,21,24
"128151","2019",0,0,0
"128179","2019",0,0,0
"128337","2019",0,0,0
"128391","2019",0,91,95
"128498","2019",0,27,42
"128577","2019",0,2,0
"128586","2019",0,0,0
"128674","2019",0,0,0
"128771","2019",0,26,116
"128780","2019",0,0,0
"128896","2019",0,0,0
"128902","2019",0,70,163
"129002","2019",0,0,0
"129154","2019",0,0,0
"129181","2019",0,0,0
"129215","2019",1,9,66
"129242","2019",1,35,288
"129349","2019",0,0,0
"129367","2019",0,0,0
"129428","2019",0,0,0
"129482","2019",0,0,0
"129491","2019",0,0,0
"129534","2019",0,0,0
"129543","2019",0,1,0
"129695","2019",1,0,0
"129774","2019",0,8,7
"129808","2019",0,0,0
"129923","2019",0,0,0
"129932","2019",0,0,0
"129941","2019",0,18,124
"130004","2019",0,0,0
"130040","2019",0,0,0
"130110","2019",0,0,0
"130183","2019",0,10,10
"130493","2019",2,42,72
"130509","2019",0,0,0
"130590","2019",0,15,61
"130697","2019",1,109,209
"130837","2019",0,0,0
"130873","2019",0,0,0
"130989","2019",0,0,88
"131061","2019",0,0,0
"131283","2019",1,52,217
"131405","2019",0,0,0
"131450","2019",4,21,168
"131830","2019",0,0,0
"131876","2019",0,0,0
"131973","2019",0,0,0
"132374","2019",0,0,0
"132657","2019",0,27,116
"132675","2019",0,0,0
"132842","2019",0,0,0
"132879","2019",0,0,1
"132976","2019",0,0,0
"133021","2019",0,0,0
"133155","2019",0,0,0
"133465","2019",0,0,0
"133526","2019",0,1,0
"133553","2019",1,7,71
"133809","2019",0,0,0
"133845","2019",0,0,0
"133854","2019",0,0,0
"133863","2019",0,0,0
"133942","2019",0,0,0
"133979","2019",0,11,42
"133997","2019",0,0,0
"134024","2019",0,0,0
"134079","2019",0,11,173
"134237","2019",0,0,0
"134291","2019",0,0,0
"134307","2019",0,0,0
"134510","2019",0,0,0
"134529","2019",0,0,0
"134574","2019",0,0,0
"134714","2019",0,0,0
"134945","2019",0,22,71
"135142","2019",0,0,0
"135160","2019",0,0,0
"135179","2019",0,0,0
"135267","2019",0,0,0
"135276","2019",0,0,0
"135294","2019",0,0,0
"135337","2019",0,0,0
"135364","2019",0,0,0
"135407","2019",0,0,0
"135522","2019",1,1,0
"135559","2019",0,0,0
"135610","2019",0,0,0
"135735","2019",0,0,0
"136109","2019",0,0,0
"136145","2019",0,0,0
"136172","2019",2,102,281
"136303","2019",0,0,0
"136491","2019",0,0,0
"136659","2019",0,0,0
"136701","2019",0,0,0
"136765","2019",0,0,0
"136774","2019",0,7,10
"136826","2019",0,0,0
"136950","2019",0,37,92
"137087","2019",0,0,0
"137120","2019",0,0,0
"137245","2019",0,0,0
"137272","2019",0,0,0
"137476","2019",0,37,6
"137713","2019",0,0,0
"137777","2019",0,0,0
"137801","2019",0,0,0
"137847","2019",0,280,887
"137856","2019",0,0,0
"137865","2019",0,0,0
"137953","2019",0,0,0
"137962","2019",0,0,0
"138275","2019",0,0,0
"138284","2019",0,0,0
"138293","2019",1,2,1
"138372","2019",1,0,0
"138479","2019",0,1,0
"138497","2019",0,0,0
"138600","2019",0,6,14
"138655","2019",0,0,0
"138664","2019",0,0,0
"138682","2019",0,1,5
"138761","2019",0,0,15
"138813","2019",0,0,0
"138822","2019",0,0,0
"138840","2019",0,0,0
"138868","2019",0,0,0
"138901","2019",0,0,0
"138929","2019",0,0,0
"138938","2019",0,0,0
"138947","2019",0,10,1
"139144","2019",0,17,37
"139153","2019",0,0,0
"139205","2019",0,1,1
"139348","2019",0,0,0
"139357","2019",0,0,0
"139393","2019",1,5,0
"139506","2019",0,0,0
"139630","2019",14,2,45
"139719","2019",1,17,3
"139746","2019",0,0,0
"139764","2019",0,0,8
"139940","2019",18,204,60
"139959","2019",0,25,208
"139968","2019",0,4,9
"139995","2019",0,0,0
"140003","2019",0,0,0
"140146","2019",0,0,0
"140234","2019",0,3,18
"140252","2019",0,11,0
"140340","2019",0,0,0
"140553","2019",0,2,2
"140562","2019",0,0,0
"140696","2019",0,19,18
"140720","2019",0,0,0
"140827","2019",0,0,0
"140872","2019",0,15,63
"140960","2019",3,15,5
"140988","2019",1,6,0
"141015","2019",0,0,0
"141060","2019",1,15,61
"141167","2019",0,0,0
"141185","2019",0,1,0
"141237","2019",0,0,0
"141264","2019",1,87,38
"141325","2019",0,0,0
"141361","2019",0,7,67
"141486","2019",0,0,0
"141565","2019",0,17,19
"141608","2019",0,0,0
"141796","2019",0,0,0
"141802","2019",0,0,0
"141981","2019",0,0,0
"141990","2019",0,0,0
"142054","2019",0,0,0
"142090","2019",0,0,0
"142179","2019",0,0,0
"142294","2019",1,10,8
"142407","2019",0,0,0
"142416","2019",0,0,0
"142461","2019",0,0,0
"142489","2019",0,0,0
"142522","2019",0,19,26
"142887","2019",0,0,0
"143048","2019",0,55,100
"143084","2019",0,42,145
"143181","2019",0,0,0
"143233","2019",0,0,0
"143288","2019",0,1,0
"143297","2019",0,0,0
"143303","2019",0,0,0
"143464","2019",0,0,0
"143473","2019",0,0,0
"143482","2019",0,0,0
"143491","2019",0,0,0
"143552","2019",0,0,0
"143659","2019",0,0,0
"143853","2019",0,0,0
"143978","2019",0,0,0
"144005","2019",1,2,1
"144014","2019",0,0,0
"144184","2019",0,3,2
"144209","2019",0,0,0
"144351","2019",0,7,49
"144485","2019",0,0,0
"144500","2019",0,0,0
"144573","2019",0,0,0
"144883","2019",0,0,0
"144892","2019",0,8,46
"144962","2019",1,24,49
"144971","2019",1,11,16
"145275","2019",0,0,0
"145309","2019",0,0,0
"145336","2019",3,14,0
"145354","2019",0,0,0
"145372","2019",0,3,6
"145406","2019",0,0,0
"145424","2019",0,0,0
"145433","2019",0,0,0
"145497","2019",0,0,0
"145521","2019",0,0,0
"145558","2019",0,0,0
"145628","2019",0,0,0
"145646","2019",0,16,59
"145691","2019",2,17,66
"145707","2019",0,0,0
"145813","2019",3,336,1074
"145831","2019",0,0,0
"145886","2019",0,0,0
"146205","2019",0,2,0
"146241","2019",0,0,0
"146278","2019",0,0,0
"146348","2019",0,0,0
"146366","2019",0,0,2
"146418","2019",1,0,0
"146427","2019",0,9,45
"146454","2019",0,0,0
"146481","2019",0,56,95
"146506","2019",0,0,0
"146603","2019",0,1,1
"146700","2019",0,0,0
"146728","2019",0,0,0
"146755","2019",0,0,0
"146807","2019",0,0,0
"146816","2019",0,0,0
"146977","2019",0,0,0
"147013","2019",3,35,97
"147031","2019",0,0,0
"147129","2019",0,0,0
"147244","2019",1,4,44
"147341","2019",1,44,21
"147378","2019",0,0,0
"147396","2019",0,0,0
"147411","2019",1,0,0
"147642","2019",0,0,0
"147660","2019",0,5,35
"147679","2019",0,6,33
"147697","2019",0,0,0
"147776","2019",0,7,5
"147819","2019",0,0,0
"148007","2019",0,0,0
"148098","2019",0,0,0
"148131","2019",0,11,63
"148256","2019",0,0,0
"148292","2019",0,1,0
"148405","2019",0,7,42
"148511","2019",0,0,0
"148575","2019",0,0,0
"148593","2019",0,0,0
"148627","2019",0,23,75
"148672","2019",0,0,0
"148885","2019",0,0,0
"148937","2019",0,0,0
"148955","2019",0,0,0
"148982","2019",0,0,0
"149028","2019",0,0,0
"149204","2019",0,0,0
"149310","2019",0,0,0
"149329","2019",0,0,0
"149499","2019",0,0,0
"149532","2019",0,0,0
"149550","2019",0,0,0
"149639","2019",0,0,0
"149763","2019",0,0,0
"150048","2019",0,0,0
"150066","2019",0,2,23
"150145","2019",0,3,7
"150163","2019",0,19,269
"150172","2019",0,0,0
"150215","2019",0,0,0
"150251","2019",0,0,0
"150288","2019",0,0,0
"150303","2019",0,0,0
"150400","2019",1,40,43
"150428","2019",0,0,0
"150455","2019",0,30,19
"150604","2019",0,8,37
"150668","2019",0,0,16
"150677","2019",0,2,0
"150756","2019",0,6,18
"150765","2019",0,0,0
"150774","2019",0,0,21
"150941","2019",1,2,2
"151102","2019",0,19,48
"151263","2019",1,7,81
"151333","2019",0,0,0
"151360","2019",0,0,0
"151379","2019",0,13,24
"151467","2019",0,0,0
"151564","2019",0,0,0
"151607","2019",0,0,0
"151652","2019",0,0,0
"151661","2019",0,0,0
"151786","2019",0,13,26
"151801","2019",0,3,20
"151810","2019",0,0,0
"151865","2019",0,0,0
"151962","2019",0,0,0
"152044","2019",0,0,0
"152150","2019",0,0,0
"152275","2019",0,0,0
"152336","2019",0,5,3
"152381","2019",0,0,0
"152390","2019",0,1,36
"152451","2019",0,0,0
"152497","2019",0,0,0
"152530","2019",0,5,8
"152567","2019",0,8,33
"152600","2019",0,6,87
"152628","2019",0,0,0
"152673","2019",0,3,17
"152798","2019",0,0,0
"152992","2019",0,8,40
"153001","2019",1,9,27
"153083","2019",0,0,0
"153108","2019",0,1,155
"153126","2019",0,3,15
"153144","2019",0,25,41
"153162","2019",0,3,39
"153241","2019",0,0,0
"153250","2019",0,2,9
"153269","2019",1,26,87
"153278","2019",2,27,42
"153296","2019",1,7,20
"153302","2019",0,0,0
"153320","2019",0,0,0
"153339","2019",0,0,0
"153375","2019",1,52,92
"153427","2019",0,0,0
"153463","2019",0,0,0
"153524","2019",1,6,97
"153542","2019",0,0,0
"153588","2019",0,0,0
"153597","2019",0,0,0
"153621","2019",0,3,12
"153746","2019",0,0,0
"153764","2019",0,0,0
"153773","2019",0,0,0
"153782","2019",0,0,0
"153825","2019",0,3,102
"153834","2019",0,14,134
"153861","2019",0,2,1
"153922","2019",0,0,13
"153977","2019",0,0,0
"154004","2019",0,21,32
"154013","2019",0,12,63
"154059","2019",0,5,26
"154101","2019",0,7,7
"154129","2019",0,0,0
"154156","2019",0,0,0
"154165","2019",0,0,0
"154208","2019",0,0,0
"154262","2019",0,0,0
"154448","2019",0,0,0
"154457","2019",0,0,0
"154466","2019",0,0,0
"154518","2019",1,6,121
"154527","2019",0,11,87
"154536","2019",0,0,0
"154545","2019",0,0,0
"154590","2019",0,29,31
"154712","2019",0,10,174
"154721","2019",0,5,28
"154749","2019",0,6,14
"154800","2019",0,0,0
"154855","2019",0,4,23
"154907","2019",0,2,18
"154952","2019",0,3,40
"154998","2019",0,4,12
"155007","2019",0,0,0
"155025","2019",0,2,54
"155061","2019",0,1,129
"155070","2019",0,0,0
"155098","2019",0,6,4
"155104","2019",0,31,45
"155140","2019",1,29,47
"155177","2019",0,1,17
"155201","2019",1,19,3
"155283","2019",0,0,0
"155308","2019",1,1,2
"155335","2019",0,0,16
"155414","2019",0,0,0
"155423","2019",0,0,0
"155487","2019",0,0,0
"155496","2019",0,0,0
"155511","2019",0,2,1
"155520","2019",0,2,2
"155618","2019",0,6,17
"155627","2019",0,12,30
"155636","2019",0,0,0
"155681","2019",0,0,0
"155830","2019",0,0,0
"155858","2019",0,2,43
"155937","2019",0,0,11
"155973","2019",0,20,27
"156082","2019",0,0,25
"156189","2019",0,0,2
"156213","2019",0,2,3
"156277","2019",0,0,0
"156286","2019",0,5,34
"156295","2019",0,9,10
"156356","2019",0,0,21
"156408","2019",0,6,28
"156417","2019",0,0,0
"156426","2019",0,0,0
"156471","2019",0,0,0
"156648","2019",0,0,0
"156727","2019",0,0,0
"156745","2019",2,27,50
"156754","2019",0,0,0
"156842","2019",0,0,0
"156851","2019",0,0,0
"156967","2019",0,0,0
"157030","2019",0,0,0
"157058","2019",0,17,0
"157076","2019",0,2,8
"157100","2019",0,2,3
"157207","2019",0,0,0
"157298","2019",0,0,0
"157304","2019",0,0,0
"157377","2019",0,4,22
"157386","2019",0,6,22
"157535","2019",0,22,37
"157614","2019",0,0,0
"157650","2019",0,0,0
"157669","2019",0,0,0
"157678","2019",0,0,0
"157757","2019",0,0,0
"157809","2019",0,20,10
"157818","2019",0,20,59
"157863","2019",1,4,5
"158246","2019",0,0,0
"158325","2019",0,0,0
"158343","2019",0,0,0
"158431","2019",0,0,0
"158477","2019",0,4,0
"158538","2019",0,0,0
"158778","2019",0,0,0
"158787","2019",0,0,0
"158802","2019",6,27,4
"158884","2019",0,0,0
"159009","2019",2,8,1
"159027","2019",0,0,0
"159197","2019",0,0,0
"159328","2019",0,0,0
"159373","2019",0,0,0
"159382","2019",0,0,0
"159391","2019",0,0,0
"159407","2019",0,0,0
"159416","2019",0,3,0
"159513","2019",0,0,0
"159522","2019",0,0,0
"159531","2019",0,0,0
"159568","2019",0,3,0
"159601","2019",0,0,0
"159647","2019",0,15,4
"159717","2019",0,8,0
"159939","2019",0,6,1
"159993","2019",1,24,20
"160065","2019",0,0,0
"160074","2019",0,0,0
"160117","2019",0,0,0
"160126","2019",0,0,0
"160199","2019",0,0,0
"160409","2019",0,0,0
"160524","2019",0,0,0
"160597","2019",0,0,0
"160621","2019",0,0,0
"160630","2019",3,22,4
"160649","2019",0,4,1
"160904","2019",0,20,3
"160959","2019",0,0,0
"160977","2019",0,50,78
"160995","2019",0,0,0
"161004","2019",0,9,97
"161022","2019",0,0,0
"161077","2019",0,0,1
"161086","2019",0,25,103
"161138","2019",0,0,3
"161208","2019",0,0,0
"161226","2019",0,23,44
"161235","2019",0,0,1
"161244","2019",0,1,3
"161299","2019",0,0,45
"161341","2019",1,10,71
"161484","2019",0,1,4
"161509","2019",1,1,4
"161518","2019",0,20,42
"161527","2019",0,0,0
"161563","2019",0,14,30
"161572","2019",0,0,0
"161581","2019",1,4,2
"161688","2019",1,13,4
"161767","2019",0,3,0
"161800","2019",0,0,0
"161855","2019",0,0,0
"161873","2019",0,0,0
"162007","2019",0,21,0
"162061","2019",0,0,0
"162168","2019",0,0,0
"162210","2019",0,6,1
"162283","2019",0,31,27
"162335","2019",0,0,0
"162371","2019",0,0,0
"162557","2019",0,0,0
"162609","2019",1,1,0
"162654","2019",0,12,71
"162690","2019",0,0,0
"162706","2019",0,1,0
"162760","2019",0,18,41
"162779","2019",1,1,0
"162830","2019",0,0,0
"163028","2019",0,0,0
"163259","2019",0,0,0
"163268","2019",0,0,68
"163295","2019",0,15,33
"163347","2019",0,0,0
"163408","2019",0,0,0
"163453","2019",0,27,32
"163532","2019",0,0,0
"163541","2019",0,0,0
"163578","2019",0,0,0
"163657","2019",1,0,0
"163754","2019",0,0,0
"163912","2019",0,3,117
"163976","2019",1,5,26
"164085","2019",0,0,0
"164216","2019",0,0,38
"164313","2019",0,1,0
"164447","2019",1,0,51
"164465","2019",0,1,38
"164492","2019",1,1,57
"164535","2019",2,38,0
"164599","2019",0,0,0
"164614","2019",0,0,0
"164641","2019",0,0,0
"164739","2019",0,57,172
"164775","2019",0,0,0
"164845","2019",0,0,0
"164872","2019",0,0,0
"164915","2019",0,0,0
"164924","2019",4,98,885
"165015","2019",0,1,86
"165033","2019",0,0,0
"165060","2019",0,0,0
"165255","2019",0,0,0
"165264","2019",0,0,0
"165334","2019",0,63,147
"165495","2019",0,0,0
"165556","2019",0,0,0
"165574","2019",0,17,77
"165608","2019",0,0,0
"165635","2019",0,0,0
"165644","2019",0,8,12
"165671","2019",0,0,87
"165750","2019",0,0,0
"165820","2019",1,0,101
"165866","2019",1,1,42
"165884","2019",0,0,0
"165936","2019",0,0,12
"166018","2019",6,27,13
"166045","2019",0,0,0
"166054","2019",0,0,0
"166124","2019",0,11,240
"166133","2019",1,4,0
"166391","2019",1,60,156
"166407","2019",0,0,0
"166452","2019",0,16,22
"166489","2019",0,0,0
"166498","2019",0,0,0
"166629","2019",0,1,208
"166674","2019",2,24,15
"166683","2019",1,3,50
"166692","2019",0,0,38
"166717","2019",0,0,0
"166805","2019",0,0,0
"166850","2019",2,0,329
"166869","2019",0,0,0
"166911","2019",0,2,2
"166939","2019",0,0,13
"167039","2019",0,0,0
"167057","2019",0,4,24
"167215","2019",0,0,0
"167260","2019",0,0,131
"167288","2019",0,0,7
"167297","2019",0,0,0
"167455","2019",0,0,0
"167464","2019",0,0,0
"167598","2019",0,4,37
"167631","2019",0,0,0
"167677","2019",0,0,0
"167729","2019",3,0,253
"167783","2019",0,1,31
"167792","2019",0,27,13
"167835","2019",0,3,16
"167871","2019",0,0,0
"167899","2019",4,1,212
"167905","2019",0,2,1
"167996","2019",1,0,373
"168032","2019",0,0,0
"168218","2019",0,0,0
"168227","2019",0,70,189
"168254","2019",0,53,79
"168263","2019",0,37,88
"168281","2019",2,0,78
"168421","2019",0,4,116
"168430","2019",2,69,173
"168528","2019",0,0,29
"168546","2019",0,42,22
"168555","2019",0,0,0
"168573","2019",0,0,0
"168591","2019",0,5,38
"168740","2019",0,4,1
"168786","2019",0,4,18
"168892","2019",0,0,0
"169080","2019",0,5,18
"169099","2019",0,0,0
"169187","2019",0,0,0
"169220","2019",0,0,0
"169424","2019",0,0,0
"169442","2019",0,1,0
"169576","2019",0,0,0
"169734","2019",0,0,0
"169761","2019",0,0,0
"169798","2019",0,0,1
"169813","2019",0,0,0
"169947","2019",0,0,0
"169974","2019",0,2,1
"169983","2019",0,0,0
"170000","2019",0,0,0
"170037","2019",0,0,1
"170091","2019",0,0,0
"170301","2019",0,12,120
"170532","2019",2,10,24
"170587","2019",0,0,0
"170611","2019",0,0,0
"170736","2019",0,0,0
"170967","2019",0,0,3
"170976","2019",2,116,1044
"171012","2019",0,0,0
"171137","2019",0,0,0
"171234","2019",0,0,0
"171456","2019",6,20,72
"171492","2019",0,16,40
"171599","2019",0,0,22
"171775","2019",0,0,0
"171881","2019",0,0,0
"171988","2019",0,0,0
"171997","2019",0,0,0
"172015","2019",0,0,0
"172033","2019",0,0,0
"172291","2019",0,0,3
"172307","2019",0,12,12
"172325","2019",0,0,0
"172334","2019",0,0,6
"172422","2019",0,0,0
"172440","2019",0,2,5
"172617","2019",3,3,6
"172671","2019",0,0,0
"172680","2019",0,0,0
"172705","2019",0,0,0
"172866","2019",0,0,0
"172918","2019",0,0,0
"172927","2019",0,0,0
"172954","2019",0,0,0
"173115","2019",0,0,0
"173124","2019",0,41,99
"173142","2019",0,6,21
"173160","2019",0,2,2
"173258","2019",0,27,52
"173300","2019",1,6,74
"173328","2019",0,12,20
"173416","2019",0,0,0
"173452","2019",0,9,59
"173470","2019",0,0,0
"173647","2019",0,43,52
"173665","2019",0,0,10
"173683","2019",0,0,0
"173735","2019",0,2,5
"173744","2019",0,0,0
"173799","2019",0,0,0
"173805","2019",0,0,0
"173896","2019",0,0,0
"173902","2019",0,37,108
"174075","2019",0,5,34
"174127","2019",0,6,0
"174136","2019",0,9,3
"174154","2019",0,0,0
"174190","2019",0,0,0
"174233","2019",0,34,242
"174251","2019",0,2,5
"174321","2019",0,0,0
"174358","2019",0,0,17
"174376","2019",2,2,2
"174428","2019",0,0,0
"174437","2019",0,0,0
"174491","2019",0,1,0
"174507","2019",0,0,0
"174525","2019",0,1,0
"174570","2019",0,0,0
"174604","2019",0,0,0
"174738","2019",0,0,0
"174747","2019",0,18,88
"174756","2019",0,0,0
"174792","2019",0,83,202
"174844","2019",0,75,56
"174862","2019",0,0,0
"174978","2019",0,0,0
"175041","2019",0,4,0
"175078","2019",0,0,0
"175120","2019",0,0,0
"175139","2019",0,0,0
"175157","2019",0,0,0
"175227","2019",0,0,0
"175281","2019",0,0,0
"175315","2019",0,0,0
"175430","2019",0,0,0
"175494","2019",0,0,0
"175519","2019",0,0,0
"175607","2019",0,0,0
"175616","2019",0,6,3
"175643","2019",1,5,3
"175698","2019",0,0,0
"175722","2019",0,0,0
"175810","2019",0,3,0
"175883","2019",0,2,6
"175935","2019",0,0,0
"175980","2019",0,15,14
"176008","2019",0,9,2
"176035","2019",0,6,0
"176044","2019",0,0,0
"176053","2019",0,3,12
"176062","2019",0,0,0
"176169","2019",0,18,2
"176318","2019",1,1,1
"176336","2019",0,0,0
"176354","2019",0,25,2
"176372","2019",0,21,5
"176390","2019",0,0,0
"176406","2019",1,16,6
"176433","2019",0,0,0
"176451","2019",0,0,0
"176600","2019",0,0,0
"176628","2019",2,10,12
"176664","2019",0,0,0
"176716","2019",0,0,0
"176789","2019",0,0,0
"176798","2019",0,0,0
"176910","2019",0,0,0
"176947","2019",0,5,15
"176983","2019",0,0,0
"177038","2019",0,0,0
"177083","2019",0,0,0
"177092","2019",0,0,0
"177117","2019",0,0,0
"177126","2019",0,0,0
"177144","2019",0,3,86
"177278","2019",0,0,0
"177418","2019",0,6,34
"177436","2019",0,0,0
"177542","2019",0,2,4
"177551","2019",3,15,39
"177588","2019",0,0,0
"177603","2019",0,0,0
"177685","2019",0,0,0
"177746","2019",0,0,0
"177816","2019",0,0,0
"177870","2019",0,4,0
"177931","2019",0,0,0
"177986","2019",0,0,0
"178004","2019",1,0,0
"178077","2019",0,0,0
"178208","2019",0,0,0
"178217","2019",0,0,2
"178244","2019",2,21,7
"178341","2019",0,18,33
"178387","2019",0,31,26
"178518","2019",0,0,0
"178527","2019",0,0,0
"178679","2019",0,3,2
"178697","2019",0,0,0
"178767","2019",0,0,0
"178828","2019",0,0,0
"178989","2019",0,0,0
"179043","2019",0,0,59
"179052","2019",0,0,0
"179195","2019",0,0,0
"179229","2019",0,0,0
"179238","2019",0,0,2
"179256","2019",0,0,0
"179265","2019",0,9,12
"179450","2019",0,0,0
"179511","2019",0,0,0
"179539","2019",0,0,2
"179812","2019",0,0,0
"179946","2019",0,13,12
"179955","2019",0,2,12
"179991","2019",0,0,0
"180054","2019",0,0,0
"180063","2019",0,0,0
