"Year","UNITID","Total","Undergraduate","Graduate","First-Time Students"
2015,126669,6879,6315,564,356
2015,126678,2131,2118,13,583
2015,126687,578,578,NA,168
2015,126702,1145,1145,NA,117
2015,126711,5806,5806,NA,395
2015,126748,1178,1178,NA,153
2015,126775,6054,4605,1449,1003
2015,126784,171,171,NA,80
2015,126818,30614,23917,6697,4622
2015,126827,1448,1139,309,39
2015,126854,57,57,NA,9
2015,126863,6943,6943,NA,243
2015,126872,299,299,NA,23
2015,126915,239,239,NA,25
2015,126942,9130,9130,NA,551
2015,126951,1054,1054,NA,191
2015,126979,929,NA,929,NA
2015,127060,11797,5758,6039,1415
2015,127158,4144,4144,NA,61
2015,127185,3707,3694,13,810
2015,127200,18747,18747,NA,1043
2015,127219,35,35,NA,18
2015,127228,121,121,NA,36
2015,127273,340,NA,340,NA
2015,127316,231,231,NA,21
2015,127389,777,777,NA,122
2015,127556,9448,9299,149,2027
2015,127565,20676,20186,490,1609
2015,127617,1647,1647,NA,85
2015,127653,941,396,545,38
2015,127680,221,221,NA,4
2015,127699,38,38,NA,NA
2015,127714,783,783,NA,1
2015,127732,1498,1498,NA,312
2015,127741,12216,9430,2786,2023
2015,127778,1410,1410,NA,216
2015,127787,232,232,NA,14
2015,127820,13311,13311,NA,1176
2015,127839,344,344,NA,72
2015,127884,5673,5673,NA,360
2015,127909,7789,7789,NA,394
2015,127918,8725,4499,4226,545
2015,127945,1096,1079,17,76
2015,127954,91,27,64,11
2015,128106,7563,5006,2557,765
2015,128151,1184,1184,NA,101
2015,128179,762,762,NA,133
2015,128188,591,591,NA,143
2015,128258,1660,1660,NA,210
2015,128328,4111,4111,NA,1162
2015,128337,79,79,NA,18
2015,128391,2722,2414,308,464
2015,128498,1515,1197,318,142
2015,128540,125,125,NA,25
2015,128577,1571,1571,NA,227
2015,128586,55,55,NA,16
2015,128674,381,381,NA,81
2015,128683,619,619,NA,120
2015,128726,185,185,NA,100
2015,128744,5433,2897,2536,408
2015,128771,12086,9799,2287,1351
2015,128780,1735,1735,NA,NA
2015,128896,324,324,NA,23
2015,128902,1922,1918,4,478
2015,129002,256,256,NA,55
2015,129020,27043,18826,8217,3766
2015,129154,3549,3549,NA,67
2015,129181,875,875,NA,177
2015,129215,5261,5097,164,971
2015,129242,5138,3970,1168,965
2015,129349,160,160,NA,25
2015,129367,3503,3503,NA,260
2015,129428,130,NA,130,NA
2015,129482,386,386,NA,47
2015,129491,128,NA,128,NA
2015,129525,6912,5246,1666,1441
2015,129534,442,112,330,8
2015,129543,5369,5369,NA,597
2015,129695,6891,6891,NA,659
2015,129729,6976,6976,NA,834
2015,129756,2902,2902,NA,365
2015,129774,723,723,NA,129
2015,129808,4259,4259,NA,509
2015,129923,454,454,NA,104
2015,129932,318,318,NA,195
2015,129941,6786,5002,1784,1237
2015,129969,196,196,NA,44
2015,130004,6054,6054,NA,626
2015,130040,1521,1521,NA,152
2015,130110,128,128,NA,8
2015,130174,1961,1961,NA,269
2015,130183,7429,6812,617,413
2015,130217,1680,1680,NA,221
2015,130226,9654,6982,2672,1901
2015,130253,8235,5205,3030,1290
2015,130314,2553,960,1593,211
2015,130396,7980,7980,NA,628
2015,130448,675,675,NA,5
2015,130493,10473,8106,2367,1394
2015,130509,474,474,NA,113
2015,130581,112,NA,112,NA
2015,130590,2397,2289,108,559
2015,130606,4055,4055,NA,561
2015,130624,898,898,NA,265
2015,130697,3138,2897,241,757
2015,130776,5826,5298,528,668
2015,130785,12,NA,12,NA
2015,130794,12385,5532,6853,1363
2015,130837,46,46,NA,NA
2015,130873,178,178,NA,85
2015,130907,13471,13471,NA,1789
2015,130934,4288,3943,345,887
2015,130943,22852,19100,3752,4478
2015,130989,1997,628,1369,119
2015,131061,120,120,NA,44
2015,131098,1650,1571,79,475
2015,131113,15002,8801,6201,320
2015,131159,13198,7909,5289,1779
2015,131283,6521,3480,3041,904
2015,131399,4805,4485,320,220
2015,131405,90,NA,90,NA
2015,131450,1477,1011,466,178
2015,131469,26212,11157,15055,2578
2015,131496,18459,7562,10897,1566
2015,131520,10002,6883,3119,1642
2015,131742,1486,1486,NA,467
2015,131803,1203,821,382,17
2015,131830,39,39,NA,3
2015,131876,2161,1592,569,220
2015,131973,564,NA,564,NA
2015,132268,234,234,NA,55
2015,132338,1274,1274,NA,188
2015,132374,3132,3132,NA,1184
2015,132408,481,460,21,39
2015,132471,7971,3776,4195,431
2015,132602,3831,3679,152,902
2015,132657,2693,2003,690,514
2015,132666,87,87,NA,8
2015,132675,255,255,NA,140
2015,132693,15593,15593,NA,1459
2015,132709,43078,43078,NA,4198
2015,132806,4,4,NA,NA
2015,132842,1046,356,690,5
2015,132851,7452,7452,NA,878
2015,132879,205,205,NA,38
2015,132903,62953,54662,8291,6324
2015,132976,163,163,NA,89
2015,133021,2133,2133,NA,356
2015,133155,682,682,NA,322
2015,133386,14292,14292,NA,1476
2015,133465,1114,943,171,21
2015,133492,2023,2023,NA,484
2015,133508,15709,15709,NA,1615
2015,133526,2254,2254,NA,246
2015,133553,5806,5278,528,1270
2015,133650,9928,8128,1800,1591
2015,133669,30380,25471,4909,3290
2015,133702,26164,26164,NA,1517
2015,133711,2702,2702,NA,616
2015,133809,550,550,NA,189
2015,133845,483,483,NA,150
2015,133854,467,467,NA,169
2015,133863,272,272,NA,69
2015,133872,1984,1806,178,74
2015,133881,6631,3586,3045,644
2015,133942,59,59,NA,NA
2015,133951,49782,41032,8750,3768
2015,133960,1081,1081,NA,143
2015,133979,1467,1399,68,374
2015,133997,278,278,NA,36
2015,134024,127,127,NA,35
2015,134079,2869,2559,310,692
2015,134097,40830,32706,8124,6039
2015,134112,4575,4575,NA,150
2015,134130,50645,33402,17243,6848
2015,134149,715,569,146,9
2015,134228,32,32,NA,29
2015,134237,20025,17890,2135,3052
2015,134291,603,603,NA,160
2015,134307,699,699,NA,132
2015,134343,5453,5453,NA,272
2015,134422,49,49,NA,5
2015,134495,26571,26571,NA,3042
2015,134510,228,228,NA,28
2015,134529,65,65,NA,17
2015,134574,252,252,NA,38
2015,134608,18204,18204,NA,1354
2015,134680,252,252,NA,NA
2015,134714,234,234,NA,31
2015,134811,2478,2413,65,329
2015,134909,467,467,NA,69
2015,134945,4048,3032,1016,488
2015,135063,334,334,NA,4
2015,135081,16579,15310,1269,3586
2015,135124,526,526,NA,148
2015,135142,285,285,NA,1
2015,135160,2860,2860,NA,255
2015,135179,598,598,NA,231
2015,135188,4641,4641,NA,583
2015,135267,742,742,NA,435
2015,135276,694,694,NA,304
2015,135294,598,598,NA,213
2015,135337,156,156,NA,23
2015,135364,1154,410,744,4
2015,135391,10532,10532,NA,1236
2015,135407,966,966,NA,513
2015,135522,443,443,NA,295
2015,135559,76,76,NA,4
2015,135610,253,176,77,NA
2015,135647,999,999,NA,183
2015,135717,62332,62332,NA,8410
2015,135726,16785,11060,5725,2057
2015,135735,2632,2632,NA,326
2015,135771,412,412,NA,122
2015,135939,40,40,NA,NA
2015,136048,116,116,NA,9
2015,136066,567,567,NA,117
2015,136109,132,132,NA,16
2015,136145,1243,1243,NA,118
2015,136172,15675,13817,1858,1513
2015,136215,23236,4641,18595,633
2015,136233,5905,5905,NA,662
2015,136288,307,272,35,8
2015,136303,1495,1495,NA,143
2015,136330,3918,3039,879,547
2015,136358,29616,29616,NA,2210
2015,136400,11387,11387,NA,1513
2015,136473,9840,9840,NA,949
2015,136491,760,760,NA,274
2015,136516,10657,10657,NA,759
2015,136659,701,701,NA,98
2015,136701,145,NA,145,NA
2015,136765,458,458,NA,304
2015,136774,1262,1262,NA,305
2015,136783,43,43,NA,16
2015,136826,620,620,NA,143
2015,136950,3260,2687,573,493
2015,137023,525,525,NA,132
2015,137032,15800,12021,3779,656
2015,137078,31767,31767,NA,2069
2015,137087,682,682,NA,245
2015,137096,14767,14767,NA,1698
2015,137120,1117,1117,NA,239
2015,137148,545,139,406,1
2015,137209,17741,17741,NA,1897
2015,137245,1553,1553,NA,773
2015,137272,90,64,26,9
2015,137281,7091,7091,NA,604
2015,137315,2659,2659,NA,288
2015,137351,42067,31111,10956,4085
2015,137476,4918,3182,1736,193
2015,137546,4330,3084,1246,982
2015,137564,4538,3996,542,918
2015,137591,369,369,NA,109
2015,137713,164,164,NA,102
2015,137759,12445,12445,NA,1992
2015,137777,53,46,7,19
2015,137801,375,359,16,32
2015,137810,261,251,10,19
2015,137847,7959,7079,880,1801
2015,137856,134,134,NA,46
2015,137865,444,444,NA,108
2015,137953,438,420,18,91
2015,137962,205,205,NA,33
2015,138132,82,82,NA,28
2015,138187,44050,44050,NA,5255
2015,138275,1183,1055,128,204
2015,138284,271,271,NA,153
2015,138293,733,681,52,181
2015,138309,7367,7367,NA,101
2015,138354,12763,10193,2570,1334
2015,138372,1250,1250,NA,241
2015,138479,994,994,NA,533
2015,138488,1313,1313,NA,91
2015,138497,210,210,NA,167
2015,138558,3393,3393,NA,974
2015,138600,902,902,NA,271
2015,138655,467,467,NA,103
2015,138664,38,38,NA,17
2015,138682,3331,3331,NA,323
2015,138691,5471,5471,NA,716
2015,138716,3492,2991,501,477
2015,138761,311,311,NA,161
2015,138789,7103,6331,772,892
2015,138813,2249,2249,NA,426
2015,138822,473,473,NA,86
2015,138840,3789,3789,NA,329
2015,138868,1582,1582,NA,264
2015,138901,3129,3129,NA,192
2015,138929,522,NA,522,NA
2015,138938,162,162,NA,62
2015,138947,3661,2741,920,828
2015,138956,4490,4490,NA,386
2015,139010,2401,2401,NA,159
2015,139074,42,42,NA,NA
2015,139092,69,69,NA,67
2015,139144,2245,2123,122,575
2015,139153,701,487,214,35
2015,139199,2883,1572,1311,191
2015,139205,616,616,NA,103
2015,139214,226,226,NA,6
2015,139250,3131,3131,NA,620
2015,139278,6431,6431,NA,481
2015,139287,120,120,NA,11
2015,139311,7012,6587,425,502
2015,139348,189,NA,189,NA
2015,139357,3800,3800,NA,257
2015,139366,8440,6937,1503,1030
2015,139384,5874,5874,NA,400
2015,139393,1102,1044,58,258
2015,139463,5044,5044,NA,897
2015,139506,133,133,NA,41
2015,139579,1437,711,726,25
2015,139621,3001,3001,NA,1044
2015,139630,884,884,NA,232
2015,139658,13788,6867,6921,1357
2015,139700,5746,5746,NA,1020
2015,139719,2696,2267,429,427
2015,139746,60,60,NA,NA
2015,139755,25034,15142,9892,3087
2015,139764,2755,2435,320,374
2015,139861,6889,6036,853,1473
2015,139931,20459,17963,2496,3463
2015,139940,32058,25140,6918,3593
2015,139959,36130,27547,8583,5248
2015,139968,4084,4084,NA,946
2015,139986,4867,4867,NA,412
2015,139995,194,194,NA,78
2015,140003,306,306,NA,72
2015,140012,6959,6959,NA,286
2015,140146,256,NA,256,NA
2015,140234,1028,912,116,263
2015,140243,3646,3646,NA,323
2015,140252,2710,721,1989,92
2015,140331,9817,9817,NA,842
2015,140340,568,442,126,51
2015,140447,8600,4667,3933,829
2015,140553,2167,2167,NA,598
2015,140562,452,NA,452,NA
2015,140678,2665,2665,NA,326
2015,140696,1155,1155,NA,322
2015,140720,555,555,NA,125
2015,140818,2264,1284,980,278
2015,140827,81,81,NA,5
2015,140872,1364,1262,102,280
2015,140942,4196,4196,NA,280
2015,140951,11861,9611,2250,1934
2015,140960,4800,4645,155,1126
2015,140988,1472,1377,95,259
2015,141006,1668,1668,NA,316
2015,141015,245,245,NA,5
2015,141060,2144,2144,NA,564
2015,141167,1182,804,378,106
2015,141185,937,937,NA,139
2015,141237,2017,1997,20,207
2015,141255,3708,3708,NA,182
2015,141264,11302,8796,2506,1410
2015,141325,708,660,48,119
2015,141334,12834,10753,2081,2343
2015,141361,1204,1204,NA,346
2015,141486,2466,1816,650,215
2015,141565,3829,3260,569,371
2015,141574,18865,13689,5176,1857
2015,141608,79,79,NA,7
2015,141644,4781,3993,788,473
2015,141680,4328,4328,NA,352
2015,141796,7816,7816,NA,800
2015,141802,1401,1401,NA,177
2015,141811,7535,7535,NA,849
2015,141839,3593,3593,NA,383
2015,141848,55,55,NA,12
2015,141936,41,NA,41,NA
2015,141945,71,71,NA,22
2015,141981,2692,2692,NA,239
2015,141990,2610,2610,NA,257
2015,142054,420,420,NA,22
2015,142090,150,150,NA,31
2015,142115,22086,19103,2983,2160
2015,142179,688,688,NA,67
2015,142276,13078,11200,1878,1419
2015,142285,11372,9116,2256,1557
2015,142294,1065,1034,31,201
2015,142328,3633,3633,NA,503
2015,142337,240,240,NA,31
2015,142407,70,70,NA,10
2015,142416,21,21,NA,11
2015,142443,5543,5543,NA,625
2015,142461,2207,1495,712,249
2015,142489,31,31,NA,5
2015,142522,43803,43803,NA,2556
2015,142559,7548,7548,NA,607
2015,142832,988,NA,988,NA
2015,142869,31,31,NA,14
2015,142878,20,20,NA,18
2015,142887,317,317,NA,59
2015,142957,44,24,20,2
2015,143048,3591,2843,748,573
2015,143084,2478,2478,NA,678
2015,143118,5423,3580,1843,625
2015,143181,15,15,NA,4
2015,143215,9943,9943,NA,933
2015,143233,53,NA,53,NA
2015,143279,5271,5271,NA,517
2015,143288,585,585,NA,159
2015,143297,261,244,17,NA
2015,143303,21,21,NA,NA
2015,143358,5338,4439,899,924
2015,143376,304,304,NA,34
2015,143464,99,99,NA,NA
2015,143473,47,47,NA,2
2015,143482,79,79,NA,4
2015,143491,106,106,NA,1
2015,143516,44,44,NA,3
2015,143543,80,80,NA,25
2015,143552,58,58,NA,2
2015,143613,2082,2082,NA,239
2015,143659,336,NA,336,NA
2015,143695,10,10,NA,6
2015,143853,2932,NA,2932,NA
2015,143978,1418,NA,1418,NA
2015,144005,4767,3462,1305,162
2015,144014,253,NA,253,NA
2015,144050,15391,5883,9508,1537
2015,144157,3989,3989,NA,329
2015,144166,5550,5550,NA,505
2015,144175,3465,3465,NA,159
2015,144184,9467,9467,NA,371
2015,144193,8365,8365,NA,460
2015,144209,9093,9093,NA,1403
2015,144218,10770,10770,NA,853
2015,144281,8961,8608,353,1764
2015,144351,5239,1510,3729,294
2015,144467,1009,1009,NA,128
2015,144485,522,522,NA,143
2015,144564,2692,2692,NA,318
2015,144573,27,27,NA,9
2015,144740,23539,15961,7578,2517
2015,144795,153,153,NA,35
2015,144865,28678,28678,NA,2193
2015,144883,546,546,NA,171
2015,144892,8520,7202,1318,1136
2015,144944,10336,10336,NA,900
2015,144962,3298,2840,458,478
2015,144971,695,695,NA,164
2015,145099,243,243,NA,159
2015,145239,331,331,NA,36
2015,145275,337,NA,337,NA
2015,145309,35,35,NA,18
2015,145336,5938,3570,2368,203
2015,145354,54,54,NA,NA
2015,145372,1321,1077,244,260
2015,145406,226,226,NA,3
2015,145424,63,63,NA,1
2015,145433,88,88,NA,1
2015,145460,154,25,129,NA
2015,145497,526,523,3,362
2015,145521,1804,1804,NA,337
2015,145558,2214,NA,2214,NA
2015,145600,29048,17575,11473,3462
2015,145619,5954,3347,2607,448
2015,145628,647,NA,647,NA
2015,145637,45842,33368,12474,7556
2015,145646,1842,1842,NA,450
2015,145682,9704,9704,NA,1154
2015,145691,955,952,3,240
2015,145707,1295,1295,NA,180
2015,145725,7792,2989,4803,479
2015,145770,700,217,483,12
2015,145813,20760,18426,2334,3618
2015,145831,3310,3310,NA,203
2015,145886,116,NA,116,NA
2015,146010,88,88,NA,NA
2015,146205,3575,3575,NA,542
2015,146241,1204,NA,1204,NA
2015,146278,2016,2016,NA,373
2015,146296,14944,14944,NA,970
2015,146339,1274,1110,164,145
2015,146348,3306,3306,NA,246
2015,146366,4472,4472,NA,155
2015,146393,1275,1275,NA,69
2015,146418,4064,4064,NA,481
2015,146427,1397,1397,NA,386
2015,146472,14964,14964,NA,1194
2015,146481,1600,1572,28,356
2015,146490,401,NA,401,NA
2015,146506,5241,5241,NA,895
2015,146533,316,316,NA,NA
2015,146603,7914,7914,NA,581
2015,146612,6679,4652,2027,700
2015,146667,878,528,350,89
2015,146676,1194,1194,NA,371
2015,146685,6447,6447,NA,849
2015,146700,676,676,NA,191
2015,146719,16437,11079,5358,2349
2015,146728,214,NA,214,NA
2015,146755,271,264,7,1
2015,146807,63,63,NA,3
2015,146816,235,235,NA,19
2015,146825,570,570,NA,129
2015,146977,195,NA,195,NA
2015,147004,6561,6561,NA,630
2015,147013,3001,2342,659,362
2015,147031,98,NA,98,NA
2015,147129,606,603,3,10
2015,147165,459,459,NA,6
2015,147244,2152,2061,91,420
2015,147341,1197,1197,NA,270
2015,147369,3922,3148,774,400
2015,147378,15016,15016,NA,1761
2015,147396,77,77,NA,36
2015,147411,4592,4592,NA,433
2015,147439,66,66,NA,12
2015,147536,4384,1306,3078,80
2015,147590,682,116,566,NA
2015,147642,48,48,NA,5
2015,147660,2962,2733,229,599
2015,147679,3159,2151,1008,358
2015,147697,187,NA,187,NA
2015,147703,20130,15027,5103,2235
2015,147749,239,239,NA,4
2015,147767,21655,8839,12816,2018
2015,147776,9891,8095,1796,708
2015,147800,9864,9864,NA,571
2015,147819,53,53,NA,32
2015,147828,4892,3403,1489,731
2015,147916,8147,8147,NA,764
2015,147970,23,23,NA,16
2015,148007,4699,4699,NA,219
2015,148016,460,460,NA,79
2015,148098,56,56,NA,16
2015,148131,1293,1140,153,278
2015,148140,131,131,NA,16
2015,148177,1331,1331,NA,170
2015,148256,2303,2303,NA,460
2015,148292,3368,3368,NA,273
2015,148335,3056,2686,370,629
2015,148380,7651,7651,NA,736
2015,148399,513,513,NA,3
2015,148405,1274,1054,220,168
2015,148487,5352,3239,2113,357
2015,148496,3696,2272,1424,483
2015,148511,2515,134,2381,NA
2015,148575,678,408,270,NA
2015,148584,3957,1668,2289,181
2015,148593,121,121,NA,NA
2015,148627,3949,2998,951,620
2015,148654,5402,2937,2465,264
2015,148672,1936,1936,NA,302
2015,148821,1819,1819,NA,98
2015,148849,79,79,NA,11
2015,148876,1483,1483,NA,229
2015,148885,275,NA,275,NA
2015,148937,2034,2034,NA,181
2015,148955,78,78,NA,46
2015,148982,178,NA,178,NA
2015,148991,1665,1665,NA,301
2015,149028,322,243,79,1
2015,149222,17292,13031,4261,2219
2015,149231,14265,11781,2484,2074
2015,149310,362,362,NA,34
2015,149329,82,70,12,21
2015,149365,4205,4205,NA,445
2015,149499,20,20,NA,8
2015,149505,1320,1237,83,190
2015,149514,2237,892,1345,148
2015,149532,11684,11684,NA,759
2015,149550,182,182,NA,36
2015,149639,196,154,42,20
2015,149727,10511,10511,NA,1046
2015,149763,494,435,59,NA
2015,149772,11094,9141,1953,1508
2015,149781,2929,2463,466,605
2015,149842,14532,14532,NA,1470
2015,150048,504,504,NA,205
2015,150066,2325,1907,418,421
2015,150075,3,3,NA,2
2015,150136,21196,16602,4594,3492
2015,150145,1719,1489,230,280
2015,150163,4797,4028,769,1024
2015,150172,1100,881,219,111
2015,150215,152,NA,152,NA
2015,150251,229,229,NA,66
2015,150288,338,NA,338,NA
2015,150303,181,181,NA,7
2015,150400,2265,2265,NA,596
2015,150428,51,51,NA,6
2015,150437,45,45,NA,13
2015,150455,1067,988,79,252
2015,150534,2495,2331,164,515
2015,150604,1087,1087,NA,290
2015,150668,839,773,66,176
2015,150677,2303,1922,381,384
2015,150695,58,58,NA,31
2015,150710,89,89,NA,28
2015,150756,1133,1133,NA,304
2015,150765,61,61,NA,9
2015,150774,578,578,NA,181
2015,150853,107,107,NA,19
2015,150941,1252,991,261,201
2015,150987,81669,81669,NA,6447
2015,151102,12719,12160,559,1583
2015,151111,30105,21985,8120,3725
2015,151166,3040,3040,NA,260
2015,151263,5504,4200,1304,967
2015,151290,7542,6872,670,745
2015,151306,10671,9762,909,1658
2015,151324,13584,11257,2327,2772
2015,151333,4090,3944,146,553
2015,151342,7574,7016,558,845
2015,151351,48514,38364,10150,7846
2015,151360,5848,5486,362,587
2015,151379,6173,5754,419,835
2015,151388,4716,4562,154,341
2015,151458,340,340,NA,141
2015,151467,324,324,NA,103
2015,151494,458,458,NA,36
2015,151500,190,190,NA,17
2015,151519,2462,2395,67,225
2015,151564,44,44,NA,7
2015,151607,85,85,NA,13
2015,151616,399,399,NA,18
2015,151625,38,38,NA,NA
2015,151652,223,223,NA,76
2015,151661,1103,1103,NA,446
2015,151777,1536,1246,290,396
2015,151786,2897,2096,801,304
2015,151801,14730,10187,4543,1381
2015,151810,349,286,63,4
2015,151829,47,47,NA,34
2015,151865,102,NA,102,NA
2015,151874,1,1,NA,NA
2015,151944,312,312,NA,37
2015,151962,75,75,NA,33
2015,152044,27,27,NA,4
2015,152080,12292,8462,3830,2007
2015,152099,1450,1241,209,84
2015,152150,38,38,NA,4
2015,152248,9301,8419,882,986
2015,152266,6158,6016,142,531
2015,152275,164,164,NA,15
2015,152309,42,42,NA,15
2015,152318,2354,2269,85,545
2015,152327,22,22,NA,2
2015,152336,2240,1804,436,369
2015,152363,1066,1051,15,259
2015,152381,873,672,201,70
2015,152390,1657,1619,38,419
2015,152415,349,349,NA,70
2015,152451,195,NA,195,NA
2015,152497,206,206,NA,8
2015,152530,2168,2126,42,519
2015,152567,3395,3130,265,470
2015,152600,4524,3163,1361,742
2015,152628,46,46,NA,13
2015,152637,18711,18711,NA,2139
2015,152673,868,868,NA,240
2015,152798,611,370,241,NA
2015,152822,348,348,NA,NA
2015,152992,1149,1022,127,185
2015,153001,2322,1976,346,223
2015,153074,253,253,NA,21
2015,153083,166,166,NA,17
2015,153108,1274,1274,NA,317
2015,153126,1075,868,207,180
2015,153144,1411,1411,NA,377
2015,153162,1037,1037,NA,276
2015,153171,16,16,NA,10
2015,153214,22298,22298,NA,1907
2015,153241,81,81,NA,1
2015,153250,1458,1385,73,362
2015,153269,4991,3338,1653,801
2015,153278,2179,1842,337,440
2015,153296,830,830,NA,241
2015,153302,247,247,NA,59
2015,153311,8383,8383,NA,564
2015,153320,269,229,40,72
2015,153339,15,15,NA,4
2015,153366,2300,1554,746,289
2015,153375,1988,1921,67,267
2015,153384,1705,1705,NA,442
2015,153409,255,229,26,1
2015,153418,513,460,53,4
2015,153427,150,150,NA,79
2015,153445,5370,5370,NA,788
2015,153463,26,26,NA,6
2015,153472,4773,4773,NA,813
2015,153524,5634,5634,NA,1092
2015,153533,2315,2315,NA,360
2015,153542,15,15,NA,NA
2015,153588,26,26,NA,18
2015,153597,91,91,NA,24
2015,153603,35714,30034,5680,6202
2015,153621,457,455,2,120
2015,153630,6472,6472,NA,1046
2015,153658,30844,23357,7487,4846
2015,153737,14368,14368,NA,2204
2015,153746,35,35,NA,23
2015,153764,95,95,NA,83
2015,153773,75,75,NA,54
2015,153782,47,47,NA,34
2015,153825,1528,1462,66,389
2015,153834,2337,2337,NA,623
2015,153861,1529,353,1176,21
2015,153922,1923,1923,NA,292
2015,153977,789,789,NA,39
2015,154004,2797,1307,1490,380
2015,154013,1877,1543,334,232
2015,154022,42452,37070,5382,636
2015,154059,2947,2947,NA,539
2015,154095,11981,10169,1812,1874
2015,154101,1210,1120,90,260
2015,154110,4865,4865,NA,494
2015,154129,1612,1612,NA,244
2015,154156,1603,NA,1603,NA
2015,154165,23,23,NA,13
2015,154174,2222,32,2190,2
2015,154208,110,110,NA,23
2015,154235,3266,2490,776,445
2015,154262,244,244,NA,5
2015,154332,71,71,NA,56
2015,154341,46,46,NA,37
2015,154350,1690,1623,67,322
2015,154378,2868,2868,NA,346
2015,154396,1656,1656,NA,309
2015,154448,165,165,NA,12
2015,154457,28,28,NA,5
2015,154466,47,47,NA,12
2015,154493,4797,4111,686,246
2015,154518,2001,1778,223,199
2015,154527,1537,1537,NA,366
2015,154536,115,NA,115,NA
2015,154545,34,34,NA,10
2015,154572,6152,6152,NA,534
2015,154590,1635,1553,82,312
2015,154642,2382,2382,NA,298
2015,154688,2689,1719,970,182
2015,154697,4815,4815,NA,544
2015,154712,2189,2133,56,508
2015,154721,699,699,NA,171
2015,154749,525,525,NA,130
2015,154767,337,337,NA,64
2015,154776,366,366,NA,110
2015,154794,89,89,NA,36
2015,154800,8950,8950,NA,1421
2015,154837,359,106,253,3
2015,154855,1369,1369,NA,176
