"Year","UNITID","Total","Undergraduate","Graduate","First-Time Students"
2018,126164,73,73,NA,22
2018,126182,3110,1997,1113,412
2018,126207,6250,6250,NA,513
2018,126289,11544,11544,NA,409
2018,126359,275,275,NA,52
2018,126562,25645,16443,9202,1600
2018,126580,13123,10951,2172,1943
2018,126605,339,339,NA,86
2018,126614,36681,30159,6522,6613
2018,126669,7625,6677,948,416
2018,126678,2144,2114,30,544
2018,126687,778,778,NA,153
2018,126711,5688,5688,NA,285
2018,126748,1154,1154,NA,168
2018,126775,6325,4952,1373,1197
2018,126784,135,135,NA,49
2018,126818,33478,25962,7516,5180
2018,126827,26184,22492,3692,1308
2018,126863,7981,7981,NA,337
2018,126872,123,123,NA,13
2018,126915,182,182,NA,27
2018,126942,7887,7887,NA,660
2018,126951,1303,1303,NA,396
2018,126979,885,NA,885,NA
2018,127060,11952,5801,6151,1464
2018,127158,5066,5066,NA,695
2018,127185,3319,3272,47,738
2018,127200,18880,18880,NA,893
2018,127273,263,NA,263,NA
2018,127316,276,276,NA,20
2018,127389,754,754,NA,138
2018,127556,9492,9365,127,1944
2018,127565,20192,19437,755,2161
2018,127617,1228,1228,NA,85
2018,127653,953,419,534,30
2018,127714,731,731,NA,NA
2018,127732,1492,1492,NA,375
2018,127741,13437,10232,3205,1938
2018,127778,1262,1262,NA,235
2018,127787,7,7,NA,NA
2018,127820,13204,13204,NA,1069
2018,127884,6197,6197,NA,339
2018,127909,7384,7322,62,606
2018,127918,7907,3961,3946,508
2018,127945,1054,1054,NA,70
2018,127954,63,17,46,12
2018,128106,6736,4385,2351,668
2018,128151,1212,1212,NA,258
2018,128179,598,598,NA,55
2018,128188,841,841,NA,79
2018,128258,1542,1542,NA,222
2018,128328,4336,4336,NA,1163
2018,128337,101,101,NA,29
2018,128391,3034,2606,428,501
2018,128498,1456,1116,340,169
2018,128577,1858,1858,NA,207
2018,128586,34,34,NA,12
2018,128674,117,117,NA,34
2018,128744,5485,3415,2070,523
2018,128771,11822,9546,2276,1447
2018,128780,1641,1549,92,3
2018,128896,231,231,NA,24
2018,128902,1844,1844,NA,508
2018,129002,260,260,NA,56
2018,129020,27412,19133,8279,3736
2018,129154,3397,3330,67,67
2018,129181,913,913,NA,159
2018,129215,5208,5013,195,966
2018,129242,5273,4177,1096,1091
2018,129349,193,193,NA,29
2018,129367,3290,3290,NA,208
2018,129428,67,NA,67,NA
2018,129482,422,422,NA,67
2018,129491,138,NA,138,NA
2018,129525,6770,5000,1770,1210
2018,129534,546,166,380,6
2018,129543,5012,5012,NA,511
2018,129695,6003,6003,NA,580
2018,129729,6237,6237,NA,795
2018,129756,2547,2547,NA,264
2018,129774,665,665,NA,147
2018,129808,3997,3997,NA,435
2018,129923,501,501,NA,93
2018,129932,296,296,NA,189
2018,129941,6867,5092,1775,1331
2018,130004,5413,5413,NA,441
2018,130040,1299,1299,NA,161
2018,130110,83,83,NA,16
2018,130174,1982,1982,NA,278
2018,130183,9601,8854,747,400
2018,130217,1335,1335,NA,192
2018,130226,10207,7425,2782,1895
2018,130253,8958,5974,2984,1464
2018,130314,2465,903,1562,218
2018,130396,7016,7016,NA,576
2018,130493,10050,8122,1928,1506
2018,130509,544,544,NA,83
2018,130590,2235,2182,53,579
2018,130606,3902,3902,NA,501
2018,130624,1071,1071,NA,275
2018,130697,3217,3009,208,802
2018,130776,5642,5028,614,881
2018,130794,13433,5964,7469,1573
2018,130837,65,65,NA,NA
2018,130873,128,128,NA,72
2018,130907,13895,13895,NA,2005
2018,130934,4586,4208,378,1005
2018,130943,24120,19956,4164,4694
2018,130989,1493,739,754,149
2018,131061,123,123,NA,43
2018,131098,1351,1229,122,281
2018,131113,14096,8902,5194,234
2018,131159,14311,8287,6024,1752
2018,131283,5956,3332,2624,833
2018,131399,4244,3867,377,364
2018,131405,95,NA,95,NA
2018,131450,1557,1138,419,201
2018,131469,28172,12546,15626,2838
2018,131496,19204,7459,11745,1618
2018,131520,9139,6243,2896,1498
2018,131803,928,720,208,1
2018,131830,41,41,NA,4
2018,131876,1782,1390,392,212
2018,131973,512,NA,512,NA
2018,132374,3991,3991,NA,1026
2018,132408,467,448,19,27
2018,132471,7186,3483,3703,639
2018,132602,3773,3620,153,937
2018,132657,3093,2232,861,630
2018,132675,73,73,NA,26
2018,132693,15820,15820,NA,1325
2018,132709,40784,40784,NA,3341
2018,132842,746,137,609,5
2018,132851,6820,6820,NA,947
2018,132879,204,199,5,67
2018,132903,68475,58821,9654,7062
2018,132976,272,272,NA,228
2018,133021,2081,2081,NA,367
2018,133155,741,741,NA,243
2018,133386,13737,13737,NA,1271
2018,133465,692,556,136,6
2018,133492,2006,2006,NA,580
2018,133508,16556,16556,NA,1989
2018,133526,2906,2906,NA,298
2018,133553,6613,5984,629,1409
2018,133650,10021,8137,1884,1373
2018,133669,29772,24376,5396,3158
2018,133702,23413,23413,NA,1230
2018,133711,2608,2600,8,653
2018,133809,508,508,NA,205
2018,133845,704,704,NA,189
2018,133854,559,559,NA,142
2018,133863,488,488,NA,154
2018,133872,1705,1341,364,89
2018,133881,6271,3660,2611,779
2018,133942,62,62,NA,NA
2018,133951,57942,48818,9124,3942
2018,133960,862,862,NA,126
2018,133979,1189,1134,55,332
2018,133997,444,444,NA,57
2018,134024,90,90,NA,17
2018,134079,3154,2723,431,702
2018,134097,41269,32736,8533,6259
2018,134112,3950,3950,NA,601
2018,134130,52218,35491,16727,6758
2018,134228,21,21,NA,16
2018,134237,20170,18577,1593,2689
2018,134291,595,595,NA,351
2018,134307,795,795,NA,104
2018,134343,5644,5644,NA,619
2018,134495,23183,23183,NA,3847
2018,134510,220,220,NA,29
2018,134529,239,239,NA,79
2018,134574,173,173,NA,40
2018,134608,16686,16686,NA,1051
2018,134714,132,132,NA,16
2018,134811,1384,1342,42,135
2018,134945,4213,2920,1293,620
2018,135081,18495,16877,1618,3360
2018,135142,237,237,NA,1
2018,135160,3385,3385,NA,371
2018,135179,748,748,NA,302
2018,135188,4812,4812,NA,579
2018,135267,1092,1092,NA,648
2018,135276,752,752,NA,373
2018,135294,783,783,NA,109
2018,135337,88,88,NA,40
2018,135364,919,293,626,NA
2018,135391,10229,10229,NA,1217
2018,135407,1132,1132,NA,713
2018,135522,296,296,NA,242
2018,135559,73,73,NA,2
2018,135610,223,144,79,2
2018,135647,623,623,NA,77
2018,135717,54973,54973,NA,7768
2018,135726,17331,11117,6214,2342
2018,135735,2388,2388,NA,236
2018,135771,201,201,NA,79
2018,136109,188,188,NA,20
2018,136145,1229,1229,NA,103
2018,136172,16776,14583,2193,2333
2018,136215,20435,4904,15531,1241
2018,136233,5497,5497,NA,608
2018,136303,1068,1068,NA,137
2018,136330,3705,2855,850,521
2018,136358,31816,31816,NA,2261
2018,136400,11525,11525,NA,1283
2018,136473,9773,9773,NA,919
2018,136491,520,520,NA,278
2018,136516,10591,10591,NA,799
2018,136659,644,644,NA,88
2018,136701,139,NA,139,NA
2018,136765,305,305,NA,218
2018,136774,1561,1561,NA,429
2018,136826,660,660,NA,243
2018,136950,3127,2571,556,549
2018,137023,364,364,NA,150
2018,137032,11808,8662,3146,560
2018,137078,29183,29183,NA,2154
2018,137087,474,474,NA,202
2018,137096,14324,14324,NA,1645
2018,137120,1102,1102,NA,229
2018,137209,18104,18104,NA,2049
2018,137245,1801,1801,NA,644
2018,137272,62,43,19,8
2018,137281,7503,7503,NA,581
2018,137315,2910,2910,NA,296
2018,137351,43846,32240,11606,4334
2018,137476,4251,2696,1555,206
2018,137546,4341,3150,1191,895
2018,137564,8755,7704,1051,1375
2018,137591,355,355,NA,99
2018,137713,182,182,NA,106
2018,137759,11914,11914,NA,2285
2018,137777,22,21,1,8
2018,137801,222,222,NA,32
2018,137847,9333,8441,892,2158
2018,137856,202,202,NA,15
2018,137865,438,438,NA,93
2018,137953,354,339,15,81
2018,137962,205,205,NA,32
2018,138132,61,61,NA,8
2018,138187,46521,46521,NA,4933
2018,138275,1116,910,206,197
2018,138284,317,317,NA,217
2018,138293,694,613,81,187
2018,138309,8756,8743,13,229
2018,138354,12847,9733,3114,1105
2018,138372,1594,1594,NA,178
2018,138479,1104,1104,NA,352
2018,138488,1081,1081,NA,159
2018,138497,65,65,NA,63
2018,138558,4291,4291,NA,899
2018,138600,1030,996,34,324
2018,138655,419,419,NA,99
2018,138664,64,64,NA,30
2018,138682,3181,3181,NA,251
2018,138716,6371,6001,370,1517
2018,138761,293,293,NA,120
2018,138813,1246,1246,NA,107
2018,138822,430,430,NA,48
2018,138840,3562,3562,NA,326
2018,138868,2248,2213,35,243
2018,138901,2187,2187,NA,224
2018,138929,384,NA,384,NA
2018,138938,240,240,NA,75
2018,138947,3911,3325,586,918
2018,138956,4409,4409,NA,547
2018,139144,2014,1936,78,509
2018,139153,416,272,144,3
2018,139199,2842,1754,1088,233
2018,139205,826,826,NA,195
2018,139214,181,181,NA,1
2018,139250,3546,3546,NA,676
2018,139278,7184,7184,NA,503
2018,139311,7038,6597,441,552
2018,139348,176,NA,176,NA
2018,139357,3301,3301,NA,283
2018,139366,8076,6640,1436,1001
2018,139384,5837,5837,NA,301
2018,139393,1046,1002,44,249
2018,139463,5118,5118,NA,806
2018,139506,132,132,NA,54
2018,139579,996,363,633,12
2018,139621,2942,2942,NA,984
2018,139630,920,920,NA,246
2018,139658,14458,7086,7372,1429
2018,139700,6184,6184,NA,1002
2018,139719,2776,2359,417,467
2018,139746,59,59,NA,NA
2018,139755,32723,16049,16674,3115
2018,139764,2907,2467,440,406
2018,139861,6989,5958,1031,1481
2018,139931,26408,23130,3278,4223
2018,139940,34316,27231,7085,4869
2018,139959,38652,29611,9041,5703
2018,139968,3663,3663,NA,837
2018,139986,4905,4905,NA,310
2018,139995,200,200,NA,82
2018,140003,93,93,NA,42
2018,140012,9124,9124,NA,325
2018,140146,293,NA,293,NA
2018,140234,1029,877,152,211
2018,140243,4051,4051,NA,301
2018,140252,2746,898,1848,174
2018,140331,10483,10483,NA,624
2018,140340,762,695,67,43
2018,140447,8740,4797,3943,974
2018,140553,2206,2206,NA,604
2018,140562,542,NA,542,NA
2018,140678,2612,2612,NA,332
2018,140696,1264,1264,NA,329
2018,140720,469,469,NA,201
2018,140818,2449,1263,1186,252
2018,140827,45,45,NA,NA
2018,140872,1566,1473,93,346
2018,140942,3817,3817,NA,316
2018,140951,14086,11508,2578,2596
2018,140960,4077,3895,182,774
2018,140988,1452,1352,100,321
2018,141006,2083,2083,NA,367
2018,141015,258,258,NA,2
2018,141060,2171,2171,NA,571
2018,141167,1310,717,593,75
2018,141185,1656,1656,NA,213
2018,141237,3001,2919,82,283
2018,141255,4773,4773,NA,181
2018,141264,11211,8700,2511,1728
2018,141325,765,725,40,155
2018,141334,13733,11135,2598,2182
2018,141361,1425,1425,NA,309
2018,141486,2150,1646,504,287
2018,141565,3406,2816,590,399
2018,141574,17710,12968,4742,2114
2018,141608,64,64,NA,7
2018,141644,4086,3545,541,556
2018,141680,3541,3541,NA,339
2018,141796,6899,6899,NA,679
2018,141802,1486,1486,NA,106
2018,141811,6709,6709,NA,759
2018,141839,3092,3092,NA,347
2018,141945,66,66,NA,18
2018,141981,3128,3128,NA,221
2018,141990,2460,2460,NA,202
2018,142054,428,428,NA,23
2018,142090,110,110,NA,19
2018,142115,25504,22033,3471,2774
2018,142179,1288,1288,NA,131
2018,142276,12363,10401,1962,1401
2018,142285,11841,9568,2273,1406
2018,142294,964,946,18,286
2018,142328,3684,3684,NA,473
2018,142407,58,58,NA,8
2018,142416,11,11,NA,9
2018,142443,5265,5265,NA,687
2018,142461,2201,1483,718,278
2018,142489,35,35,NA,12
2018,142522,42341,42341,NA,3935
2018,142559,6906,6906,NA,591
2018,142832,1396,NA,1396,NA
2018,142887,242,242,NA,49
2018,142957,16,9,7,NA
2018,143048,3639,2893,746,631
2018,143084,2543,2543,NA,630
2018,143118,6005,4020,1985,762
2018,143181,84,84,NA,10
2018,143215,8841,8841,NA,870
2018,143233,47,NA,47,NA
2018,143279,4333,4333,NA,539
2018,143288,566,566,NA,167
2018,143297,211,192,19,NA
2018,143303,19,19,NA,NA
2018,143358,5882,4606,1276,1089
2018,143376,236,236,NA,26
2018,143464,82,82,NA,7
2018,143473,38,38,NA,3
2018,143482,33,33,NA,5
2018,143491,60,60,NA,NA
2018,143543,58,58,NA,15
2018,143552,51,51,NA,3
2018,143613,1860,1860,NA,202
2018,143659,265,NA,265,NA
2018,143695,5,5,NA,3
2018,143853,2984,NA,2984,NA
2018,143978,1209,NA,1209,NA
2018,144005,2964,2027,937,142
2018,144014,231,NA,231,NA
2018,144050,17002,6632,10370,1809
2018,144157,3136,3136,NA,238
2018,144166,7104,7104,NA,765
2018,144175,2663,2663,NA,169
2018,144184,7673,7673,NA,391
2018,144193,6942,6942,NA,494
2018,144209,8643,8643,NA,1318
2018,144218,9777,9777,NA,974
2018,144281,6825,6568,257,1294
2018,144351,6005,1511,4494,395
2018,144485,555,555,NA,177
2018,144564,2620,2620,NA,276
2018,144573,46,46,NA,1
2018,144740,22437,14507,7930,2570
2018,144795,277,277,NA,84
2018,144865,24900,24900,NA,1944
2018,144883,394,394,NA,74
2018,144892,7526,6012,1514,796
2018,144944,9567,9567,NA,857
2018,144962,3426,2848,578,530
2018,144971,567,567,NA,140
2018,145099,284,284,NA,191
2018,145239,443,443,NA,29
2018,145275,284,NA,284,NA
2018,145309,31,31,NA,14
2018,145336,4857,3262,1595,203
2018,145354,39,39,NA,NA
2018,145372,1132,964,168,221
2018,145406,364,364,NA,15
2018,145424,37,37,NA,1
2018,145433,100,100,NA,10
2018,145497,167,167,NA,10
2018,145521,1596,1596,NA,276
2018,145558,2121,NA,2121,NA
2018,145600,31683,20783,10900,4109
2018,145619,4940,2718,2222,453
2018,145628,593,NA,593,NA
2018,145637,49702,33915,15787,7600
2018,145646,1693,1693,NA,494
2018,145682,8875,8875,NA,1160
2018,145691,983,983,NA,294
2018,145707,1112,1112,NA,234
2018,145725,6753,3026,3727,608
2018,145813,20635,18107,2528,3673
2018,145831,2958,2958,NA,427
2018,145886,97,NA,97,NA
2018,146205,4040,4040,NA,365
2018,146241,973,NA,973,NA
2018,146278,1924,1924,NA,385
2018,146296,14726,14726,NA,924
2018,146339,1256,1034,222,153
2018,146348,2822,2822,NA,298
2018,146366,3164,3164,NA,187
2018,146418,3307,3307,NA,408
2018,146427,1333,1333,NA,345
2018,146454,46,46,NA,19
2018,146472,14193,14193,NA,1263
2018,146481,1512,1492,20,392
2018,146490,393,NA,393,NA
2018,146506,4583,4583,NA,756
2018,146533,168,168,NA,NA
2018,146603,6698,6698,NA,549
2018,146612,6440,4351,2089,644
2018,146667,714,415,299,64
2018,146676,968,968,NA,275
2018,146685,5565,5565,NA,750
2018,146700,809,809,NA,229
2018,146719,17007,11919,5088,2770
2018,146728,185,NA,185,NA
2018,146755,217,210,7,NA
2018,146807,53,53,NA,6
2018,146816,295,295,NA,30
2018,146825,548,548,NA,168
2018,146977,220,NA,220,NA
2018,147004,7031,7031,NA,559
2018,147013,2494,1951,543,362
2018,147031,78,NA,78,NA
2018,147129,692,687,5,6
2018,147165,226,226,NA,1
2018,147244,2094,1985,109,468
2018,147341,914,914,NA,243
2018,147369,3086,2446,640,227
2018,147378,13762,13762,NA,1609
2018,147396,116,116,NA,49
2018,147411,4351,4351,NA,259
2018,147439,49,49,NA,8
2018,147536,5992,3051,2941,584
2018,147590,655,67,588,NA
2018,147642,41,41,NA,8
2018,147660,2928,2681,247,550
2018,147679,2900,1976,924,421
2018,147697,235,NA,235,NA
2018,147703,17169,12788,4381,1831
2018,147767,22127,8642,13485,1931
2018,147776,8103,6390,1713,425
2018,147800,8454,8454,NA,499
2018,147819,47,47,NA,29
2018,147828,4655,3231,1424,692
2018,147916,7074,7074,NA,706
2018,148007,3946,3946,NA,284
2018,148016,447,447,NA,100
2018,148098,53,53,NA,7
2018,148131,1086,985,101,261
2018,148256,2486,2486,NA,472
2018,148292,2476,2476,NA,251
2018,148335,1934,1699,235,398
2018,148380,6244,6244,NA,675
2018,148399,408,408,NA,115
2018,148405,1203,994,209,161
2018,148487,4329,2513,1816,323
2018,148496,2990,2106,884,447
2018,148511,2708,121,2587,NA
2018,148575,607,386,221,NA
2018,148584,3927,1629,2298,214
2018,148593,140,122,18,NA
2018,148627,3667,2955,712,703
2018,148654,4575,2814,1761,313
2018,148672,1628,1628,NA,270
2018,148821,1125,1125,NA,235
2018,148876,1098,1098,NA,146
2018,148885,231,NA,231,NA
2018,148937,1650,1650,NA,230
2018,148955,13,13,NA,7
2018,148982,107,NA,107,NA
2018,148991,1436,1436,NA,131
2018,149028,303,223,80,NA
2018,149204,36,36,NA,7
2018,149222,12817,9552,3265,1113
2018,149231,13281,10833,2448,1685
2018,149310,115,115,NA,48
2018,149329,88,77,11,26
2018,149365,4232,4232,NA,289
2018,149499,16,16,NA,7
2018,149505,1131,1063,68,153
2018,149514,1775,703,1072,154
2018,149532,10529,10529,NA,648
2018,149550,150,150,NA,32
2018,149639,146,107,39,13
2018,149727,9176,9176,NA,952
2018,149763,833,734,99,NA
2018,149772,8502,6754,1748,923
2018,149781,2944,2401,543,610
2018,149842,13530,13530,NA,1482
2018,150048,415,415,NA,135
2018,150066,1722,1445,277,396
2018,150136,21795,16069,5726,3719
2018,150145,1513,1329,184,295
2018,150163,5495,4698,797,1326
2018,150172,773,584,189,106
2018,150215,155,NA,155,NA
2018,150251,150,150,NA,19
2018,150288,301,NA,301,NA
2018,150303,203,203,NA,34
2018,150400,2156,2156,NA,564
2018,150428,11,11,NA,7
2018,150437,17,17,NA,7
2018,150455,1104,1050,54,271
2018,150534,2443,2243,200,498
2018,150604,982,960,22,272
2018,150668,927,845,82,200
2018,150677,2029,1625,404,320
2018,150756,1104,1104,NA,356
2018,150765,64,64,NA,9
2018,150774,475,475,NA,166
2018,150853,102,102,NA,29
2018,150941,1302,1047,255,239
2018,150987,72006,72006,NA,5421
2018,151102,10139,9664,475,1503
2018,151111,29579,21246,8333,3949
2018,151263,5935,4508,1427,1210
2018,151290,2218,1524,694,431
2018,151306,10986,9528,1458,1627
2018,151324,13044,10950,2094,2387
2018,151333,3123,2912,211,627
2018,151342,5214,4707,507,869
2018,151351,43503,33301,10202,8058
2018,151360,3959,3534,425,611
2018,151379,5144,4659,485,940
2018,151388,3722,3379,343,432
2018,151458,186,186,NA,62
2018,151467,286,286,NA,103
2018,151564,38,38,NA,7
2018,151607,104,104,NA,15
2018,151652,205,205,NA,69
2018,151661,961,961,NA,243
2018,151777,1525,1186,339,408
2018,151786,3592,2428,1164,424
2018,151801,3188,2853,335,718
2018,151810,318,245,73,8
2018,151865,98,NA,98,NA
2018,151962,122,122,NA,58
2018,152044,43,43,NA,3
2018,152080,12607,8617,3990,2070
2018,152099,1419,1231,188,116
2018,152150,38,38,NA,11
2018,152275,142,142,NA,11
2018,152309,82,82,NA,8
2018,152318,2142,2085,57,499
2018,152336,2199,1778,421,342
2018,152381,1035,723,312,163
2018,152390,1611,1485,126,403
2018,152451,162,NA,162,NA
2018,152497,126,126,NA,12
2018,152530,2195,2167,28,531
2018,152567,4320,4190,130,641
2018,152600,3786,3199,587,756
2018,152628,27,27,NA,15
2018,152637,17481,17481,NA,1523
2018,152673,882,882,NA,274
2018,152798,662,342,320,NA
2018,152992,1229,976,253,181
2018,153001,1846,1619,227,201
2018,153074,142,142,NA,5
2018,153083,167,167,NA,15
2018,153108,1117,1117,NA,278
2018,153126,1004,744,260,196
2018,153144,1422,1422,NA,393
2018,153162,1028,1028,NA,296
2018,153171,4,4,NA,NA
2018,153214,23474,23474,NA,1746
2018,153241,57,57,NA,1
2018,153250,1564,1424,140,365
2018,153269,4869,3015,1854,749
2018,153278,2385,1969,416,516
2018,153296,796,796,NA,248
2018,153302,238,238,NA,47
2018,153311,7771,7771,NA,409
2018,153320,353,293,60,77
2018,153339,21,21,NA,7
2018,153366,1993,1181,812,267
2018,153375,1886,1761,125,328
2018,153384,1716,1716,NA,463
2018,153409,142,107,35,NA
2018,153418,411,360,51,1
2018,153427,134,134,NA,31
2018,153445,5263,5263,NA,786
2018,153463,23,23,NA,4
2018,153472,3918,3918,NA,620
2018,153524,5390,5390,NA,1096
2018,153533,2051,2051,NA,366
2018,153542,16,16,NA,NA
2018,153588,22,22,NA,10
2018,153597,47,47,NA,16
2018,153603,34992,29621,5371,5917
2018,153621,616,598,18,170
2018,153630,5962,5962,NA,871
2018,153658,31656,23989,7667,4726
2018,153737,13906,13906,NA,1988
2018,153746,17,17,NA,12
2018,153764,56,56,NA,27
2018,153773,49,49,NA,36
2018,153782,27,27,NA,12
2018,153825,1489,1412,77,360
2018,153834,2005,2005,NA,554
2018,153861,1589,324,1265,18
2018,153922,1931,1931,NA,269
2018,153977,727,727,NA,32
2018,154004,2698,1282,1416,345
2018,154013,1835,1501,334,239
2018,154022,34710,28701,6009,569
2018,154059,2995,2995,NA,616
2018,154095,11187,9536,1651,1653
2018,154101,1299,1024,275,271
2018,154110,4449,4449,NA,371
2018,154129,1747,1747,NA,239
2018,154156,1549,NA,1549,NA
2018,154165,28,28,NA,20
2018,154174,2179,24,2155,NA
2018,154208,141,141,NA,9
2018,154235,3045,2309,736,505
2018,154262,273,273,NA,8
2018,154332,35,35,NA,18
2018,154341,38,38,NA,17
2018,154350,1444,1396,48,360
2018,154378,2548,2548,NA,434
2018,154396,1547,1547,NA,259
2018,154448,132,132,NA,11
2018,154457,44,44,NA,3
2018,154466,58,58,NA,16
2018,154493,4392,3741,651,180
2018,154518,3150,2636,514,246
2018,154527,1498,1498,NA,469
2018,154536,139,NA,139,NA
2018,154545,50,50,NA,11
2018,154572,5674,5674,NA,576
2018,154590,1279,1214,65,281
2018,154642,2540,2540,NA,331
2018,154688,2769,1793,976,244
2018,154697,4237,4237,NA,397
2018,154712,2121,2054,67,570
2018,154721,891,891,NA,291
2018,154749,444,444,NA,107
2018,154800,8374,8374,NA,1261
2018,154855,726,726,NA,127
2018,154907,1839,1839,NA,311
2018,154925,1898,1898,NA,515
2018,154934,1412,1412,NA,210
2018,154952,2664,2664,NA,558
2018,154998,1548,1548,NA,349
2018,155007,364,364,NA,48
2018,155025,5796,3569,2227,656
2018,155052,1425,1425,NA,90
2018,155061,15523,12780,2743,956
2018,155070,243,213,30,31
2018,155089,1926,1356,570,173
2018,155098,1868,1868,NA,301
2018,155104,1917,1917,NA,437
2018,155140,733,733,NA,156
2018,155159,67,67,NA,23
2018,155177,419,419,NA,132
2018,155186,3109,3109,NA,436
2018,155195,5574,5574,NA,816
2018,155201,910,910,NA,222
2018,155210,18373,18373,NA,1479
2018,155283,606,606,NA,105
2018,155292,5885,5885,NA,571
2018,155308,151,151,NA,51
2018,155317,27690,19596,8094,4097
2018,155335,3373,2766,607,180
2018,155353,35,35,NA,17
2018,155399,22221,17869,4352,3413
2018,155414,742,668,74,146
2018,155423,1417,1417,NA,221
2018,155450,2178,2178,NA,218
2018,155487,777,777,NA,65
2018,155496,232,232,NA,70
2018,155511,819,772,47,175
2018,155520,1875,1306,569,164
2018,155566,1968,1968,NA,289
2018,155593,790,790,NA,162
2018,155618,821,821,NA,203
2018,155627,754,706,48,238
2018,155636,493,328,165,NA
2018,155681,6625,5402,1223,957
2018,155715,1234,1234,NA,254
2018,155812,1254,732,522,134
2018,155830,856,856,NA,77
2018,155858,1870,1870,NA,292
2018,155900,1514,1346,168,186
2018,155937,651,648,3,154
2018,155973,713,656,57,163
2018,156082,6571,5719,852,727
2018,156107,4596,4596,NA,424
2018,156125,15778,13006,2772,1648
2018,156134,778,778,NA,105
2018,156189,644,644,NA,209
2018,156213,1940,1697,243,273
2018,156222,1690,NA,1690,NA
2018,156231,2542,2542,NA,379
2018,156277,51,51,NA,20
2018,156286,3369,2552,817,653
2018,156295,1673,1673,NA,438
2018,156310,217,217,NA,8
2018,156338,4482,4482,NA,492
2018,156356,1015,952,63,229
2018,156365,11470,4020,7450,642
2018,156392,9525,9525,NA,1494
2018,156408,1434,1434,NA,358
2018,156417,131,131,NA,14
2018,156426,193,193,NA,12
2018,156471,1954,1954,NA,45
2018,156541,13472,3262,10210,467
2018,156620,15815,13398,2417,2368
2018,156648,6399,6399,NA,763
2018,156727,2140,NA,2140,NA
2018,156745,1608,961,647,262
2018,156754,32,32,NA,18
2018,156790,3185,3185,NA,345
2018,156842,154,154,NA,26
2018,156851,1586,1586,NA,201
2018,156860,2748,2748,NA,282
2018,156921,11699,11699,NA,915
2018,156967,37,37,NA,7
2018,157021,299,299,NA,28
2018,157030,71,71,NA,12
2018,157058,1769,1654,115,291
2018,157076,830,830,NA,249
2018,157085,29182,22136,7046,4980
2018,157100,681,577,104,155
2018,157207,78,NA,78,NA
2018,157216,2589,2040,549,546
2018,157289,21430,15641,5789,2731
2018,157298,143,NA,143,NA
2018,157304,3546,3546,NA,263
2018,157331,4189,4189,NA,475
2018,157377,1260,1048,212,228
2018,157386,10195,9395,800,1465
2018,157401,9454,8056,1398,1318
2018,157438,4093,4093,NA,351
2018,157447,14764,11914,2850,1946
2018,157483,6193,6193,NA,742
2018,157535,2317,1499,818,289
2018,157553,4375,4375,NA,572
2018,157614,78,78,NA,18
2018,157650,99,99,NA,30
2018,157669,90,90,NA,31
2018,157678,99,99,NA,30
2018,157711,5857,5857,NA,816
2018,157739,3315,3315,NA,402
2018,157748,4121,983,3138,160
2018,157757,1758,1028,730,180
2018,157793,3575,2684,891,391
2018,157809,2253,2047,206,484
2018,157818,987,987,NA,298
2018,157827,36,36,NA,3
2018,157863,1333,1119,214,221
2018,157951,19456,17030,2426,2889
2018,158088,2688,2688,NA,392
2018,158246,145,145,NA,70
2018,158325,98,98,NA,NA
2018,158343,58,58,NA,18
2018,158431,6596,6596,NA,853
2018,158477,585,552,33,169
2018,158538,31,31,NA,27
2018,158617,320,320,NA,215
2018,158644,75,75,NA,23
2018,158662,14258,14258,NA,1192
2018,158778,37,37,NA,24
2018,158787,77,77,NA,22
2018,158802,1309,1309,NA,372
2018,158884,2371,2371,NA,146
2018,159009,5205,4110,1095,896
2018,159027,73,73,NA,29
2018,159197,663,663,NA,185
2018,159328,71,71,NA,15
2018,159373,2809,915,1894,NA
2018,159382,3164,3164,NA,416
2018,159391,30983,25233,5750,5809
2018,159407,3232,3232,NA,794
2018,159416,7036,2511,4525,285
2018,159513,131,131,NA,12
2018,159522,160,160,NA,16
2018,159531,36,36,NA,6
2018,159568,1245,1004,241,254
2018,159601,8,8,NA,5
2018,159647,11909,10632,1277,2181
2018,159656,4261,2982,1279,768
2018,159717,7647,6998,649,1354
2018,159939,8151,6588,1563,1003
2018,159948,2112,736,1376,28
2018,159966,6453,5864,589,1291
2018,159993,9291,7788,1503,1286
2018,160010,1030,1030,NA,134
2018,160038,11081,9994,1087,1483
2018,160065,1255,923,332,79
2018,160074,1368,1120,248,67
2018,160117,85,85,NA,22
2018,160126,37,37,NA,2
2018,160199,67,67,NA,21
2018,160320,2357,2357,NA,225
2018,160409,143,143,NA,23
2018,160445,116,116,NA,13
2018,160472,50,50,NA,34
2018,160481,2161,2161,NA,362
2018,160524,368,368,NA,111
2018,160579,3459,3459,NA,580
2018,160597,20,20,NA,5
2018,160612,14298,13331,967,2011
2018,160621,6693,5838,855,1318
2018,160630,2356,1928,428,183
2018,160649,2651,2651,NA,630
2018,160658,17123,15073,2050,2721
2018,160667,4737,4737,NA,508
2018,160755,12646,7920,4726,1909
2018,160904,3231,2478,753,861
2018,160940,503,390,113,NA
2018,160959,337,332,5,82
2018,160977,1832,1832,NA,543
2018,160995,207,207,NA,52
2018,161004,1828,1828,NA,510
2018,161022,177,177,NA,3
2018,161077,3068,3068,NA,468
2018,161086,2000,2000,NA,580
2018,161138,2396,2396,NA,355
