"UNITID","YEAR","Total Students"
176664,"2022",323
176716,"2024",204
176716,"2023",228
176716,"2022",215
176770,"2024",1026
176770,"2023",1043
176770,"2022",1192
176789,"2024",295
176789,"2023",339
176789,"2022",440
176798,"2024",215
176798,"2023",233
176798,"2022",247
176910,"2024",232
176910,"2023",235
176910,"2022",240
176947,"2024",1067
176947,"2023",1138
176947,"2022",1209
176965,"2024",17747
176965,"2023",16310
176965,"2022",15077
176983,"2024",44
176983,"2023",77
176983,"2022",59
177038,"2024",780
177038,"2023",733
177038,"2022",762
177065,"2024",8694
177065,"2023",8729
177065,"2022",9491
177083,"2024",43
177083,"2023",29
177083,"2022",27
177092,"2024",629
177092,"2023",613
177092,"2022",625
177117,"2024",269
177117,"2023",314
177117,"2022",317
177126,"2024",706
177126,"2023",671
177126,"2022",728
177135,"2024",5015
177135,"2023",5285
177135,"2022",5087
177144,"2024",1180
177144,"2023",1082
177144,"2022",1034
177214,"2024",1715
177214,"2023",1731
177214,"2022",1762
177250,"2024",3182
177250,"2023",3192
177250,"2022",3321
177278,"2024",99
177278,"2023",103
177278,"2022",116
177302,"2024",929
177302,"2023",718
177302,"2022",651
177339,"2024",2510
177339,"2023",2278
177339,"2022",2373
177418,"2024",989
177418,"2023",1099
177418,"2022",1194
177436,"2024",50
177436,"2023",56
177436,"2022",53
177472,"2024",14535
177472,"2023",14355
177472,"2022",14589
177542,"2024",601
177542,"2023",598
177542,"2022",866
177551,"2024",1339
177551,"2023",1354
177551,"2022",1377
177588,"2024",96
177588,"2023",110
177588,"2022",84
177603,"2024",180
177603,"2023",185
177603,"2022",106
177676,"2024",4641
177676,"2023",4358
177676,"2022",4479
177685,"2024",251
177685,"2023",227
177685,"2022",218
177719,"2024",859
177719,"2023",890
177719,"2022",957
177746,"2024",811
177746,"2023",769
177746,"2022",757
177816,"2024",86
177816,"2023",73
177816,"2022",72
177834,"2024",4251
177834,"2023",4275
177834,"2022",4250
177931,"2024",22
177931,"2023",30
177931,"2022",29
177940,"2024",2429
177940,"2023",2446
177940,"2022",2461
177968,"2024",10951
177968,"2023",10113
177968,"2022",9656
177977,"2024",2547
177977,"2023",2506
177977,"2022",2324
177986,"2024",2128
177986,"2023",2328
177986,"2022",2528
177995,"2024",17558
177995,"2023",17273
177995,"2022",18284
178059,"2024",12225
178059,"2023",13136
178059,"2022",13506
178077,"2024",142
178077,"2023",129
178077,"2022",122
178183,"2024",236
178183,"2023",288
178183,"2022",308
178208,"2024",5238
178208,"2023",4990
178208,"2022",4764
178217,"2024",2960
178217,"2023",2822
178217,"2022",2677
178244,"2024",6222
178244,"2023",6082
178244,"2022",5769
178341,"2024",4967
178341,"2023",4658
178341,"2022",5219
178369,"2024",1825
178369,"2023",1748
178369,"2022",1939
178387,"2024",4325
178387,"2023",4550
178387,"2022",4964
178396,"2024",33430
178396,"2023",33993
178396,"2022",34122
178402,"2024",17378
178402,"2023",17882
178402,"2022",18325
178411,"2024",7655
178411,"2023",7637
178411,"2022",7812
178420,"2024",17495
178420,"2023",18033
178420,"2022",18531
178448,"2024",6740
178448,"2023",6539
178448,"2022",6524
178518,"2024",186
178518,"2023",197
178518,"2022",254
178527,"2024",89
178527,"2023",86
178527,"2022",77
178615,"2024",3994
178615,"2023",4316
178615,"2022",4524
178624,"2024",12279
178624,"2023",10926
178624,"2022",9761
178679,"2024",799
178679,"2023",736
178679,"2022",619
178697,"2024",1609
178697,"2023",1675
178697,"2022",1700
178721,"2024",8746
178721,"2023",9916
178721,"2022",11766
178767,"2024",133
178767,"2023",134
178767,"2022",128
178828,"2024",16
178828,"2023",35
178828,"2022",36
178891,"2024",2057
178891,"2023",2208
178891,"2022",2182
178989,"2024",358
178989,"2023",444
178989,"2022",492
179043,"2024",4068
179043,"2023",3974
179043,"2022",4067
179159,"2024",19321
179159,"2023",17857
179159,"2022",17128
179195,"2024",46
179195,"2023",52
179195,"2022",49
179265,"2024",654
179265,"2023",724
179265,"2022",837
179308,"2024",21669
179308,"2023",21021
179308,"2022",22035
179317,"2024",115
179317,"2023",110
179317,"2022",112
179326,"2024",2469
179326,"2023",2734
179326,"2022",3331
179344,"2024",2240
179344,"2023",2241
179344,"2022",2499
179511,"2024",203
179511,"2023",191
179511,"2022",189
179539,"2024",4947
179539,"2023",4666
179539,"2022",4762
179548,"2024",585
179548,"2023",691
179548,"2022",617
179557,"2024",10995
179557,"2023",11203
179557,"2022",11221
179566,"2024",27054
179566,"2023",26493
179566,"2022",26500
179645,"2024",3410
179645,"2023",3513
179645,"2022",3557
179715,"2024",2598
179715,"2023",2426
179715,"2022",2303
179812,"2024",2061
179812,"2023",1953
179812,"2022",1336
179867,"2024",18015
179867,"2023",18292
179867,"2022",18783
179894,"2024",10103
179894,"2023",8527
179894,"2022",8767
179946,"2024",625
179946,"2023",639
179946,"2022",676
179955,"2024",948
179955,"2023",892
179955,"2022",877
179964,"2024",2384
179964,"2023",1986
179964,"2022",2091
179991,"2024",49
179991,"2023",46
179991,"2022",46
180054,"2024",418
180054,"2023",494
180054,"2022",431
180063,"2024",30
180063,"2023",45
180063,"2022",37
180081,"2024",916
180081,"2023",906
180081,"2022",889
180090,"2024",111
180090,"2023",109
180090,"2022",110
180106,"2024",1141
180106,"2023",1214
180106,"2022",1217
180151,"2024",813
180151,"2023",783
180151,"2022",928
180160,"2024",408
180160,"2023",465
180160,"2022",437
180179,"2024",5275
180179,"2023",5346
180179,"2022",5403
180197,"2024",3299
180197,"2023",3149
180197,"2022",3061
180203,"2024",239
180203,"2023",231
180203,"2022",201
180212,"2024",699
180212,"2023",1054
180212,"2022",932
180249,"2024",1996
180249,"2023",1886
180249,"2022",1803
180258,"2024",914
180258,"2023",1111
180258,"2022",1326
180276,"2024",1965
180276,"2023",1771
180276,"2022",1837
180328,"2024",490
180328,"2023",435
180328,"2022",403
180373,"2024",1302
180373,"2023",1088
180373,"2022",1018
180416,"2024",1785
180416,"2023",1756
180416,"2022",1821
180461,"2024",18998
180461,"2023",18820
180461,"2022",18880
180489,"2024",12702
180489,"2023",12591
180489,"2022",12318
180522,"2024",1262
180522,"2023",1497
180522,"2022",1336
180595,"2024",1108
180595,"2023",1183
180595,"2022",1171
180647,"2024",925
180647,"2023",810
180647,"2022",798
180692,"2024",1782
180692,"2023",1816
180692,"2022",1807
180814,"2024",20201
180814,"2023",20358
180814,"2022",19087
180832,"2024",1339
180832,"2023",1383
180832,"2022",1415
180878,"2024",987
180878,"2023",931
180878,"2022",813
180902,"2024",9995
180902,"2023",9681
180902,"2022",9578
180948,"2024",2619
180948,"2023",2802
180948,"2022",2835
180957,"2024",105
180957,"2023",103
180957,"2022",103
180984,"2024",3966
180984,"2023",3447
180984,"2022",3652
181002,"2024",9884
181002,"2023",9804
181002,"2022",10151
181020,"2024",2427
181020,"2023",2399
181020,"2022",2589
181127,"2024",1043
181127,"2023",995
181127,"2022",991
181145,"2024",25
181145,"2023",24
181145,"2022",21
181190,"2024",137
181190,"2023",151
181190,"2022",162
181215,"2024",7218
181215,"2023",7212
181215,"2022",7567
181297,"2024",1175
181297,"2023",1307
181297,"2022",1391
181303,"2024",24188
181303,"2023",22686
181303,"2022",20852
181312,"2024",2831
181312,"2023",2867
181312,"2022",2844
181330,"2024",1867
181330,"2023",1911
181330,"2022",1877
181394,"2024",17737
181394,"2023",17972
181394,"2022",18020
181419,"2024",919
181419,"2023",851
181419,"2022",749
181428,"2024",4194
181428,"2023",4080
181428,"2022",4182
181446,"2024",4462
181446,"2023",3983
181446,"2022",4297
181464,"2024",25883
181464,"2023",25724
181464,"2022",26722
181491,"2024",6815
181491,"2023",6610
181491,"2022",6636
181534,"2024",2262
181534,"2023",2510
181534,"2022",2958
181543,"2024",24
181543,"2023",31
181543,"2022",31
181604,"2024",856
181604,"2023",981
181604,"2022",1147
181640,"2024",13995
181640,"2023",13035
181640,"2022",12974
181738,"2024",754
181738,"2023",796
181738,"2022",829
181765,"2024",286
181765,"2023",340
181765,"2022",327
181783,"2024",5949
181783,"2023",5944
181783,"2022",5730
181817,"2024",1948
181817,"2023",2012
181817,"2022",1951
181853,"2024",759
181853,"2023",794
181853,"2022",783
181880,"2024",353
181880,"2023",366
181880,"2022",382
181941,"2023",439
181941,"2022",515
182005,"2024",39425
182005,"2023",39628
182005,"2022",40075
182148,"2024",763
182148,"2023",820
182148,"2022",915
182281,"2024",35921
182281,"2023",34955
182281,"2022",34720
182290,"2024",26890
182290,"2023",23886
182290,"2022",23185
182306,"2024",4266
182306,"2023",4472
182306,"2022",4499
182458,"2022",770
182500,"2024",13953
182500,"2023",13613
182500,"2022",13138
182564,"2024",5583
182564,"2023",4927
182564,"2022",4830
182634,"2024",1120
182634,"2023",1112
182634,"2022",1061
182670,"2024",7434
182670,"2023",7360
182670,"2022",7256
182704,"2024",116
182704,"2023",87
182704,"2022",112
182722,"2024",235
182722,"2023",199
182722,"2022",244
182795,"2024",1972
182795,"2023",1995
182795,"2022",2007
182829,"2024",701
182829,"2023",665
182829,"2022",570
182892,"2024",94
182892,"2023",67
182892,"2022",62
182917,"2023",62
182917,"2022",68
182953,"2022",112
182980,"2024",4152
182980,"2023",4055
182980,"2022",4569
182999,"2022",28
183026,"2024",255134
183026,"2023",251081
183026,"2022",223520
183035,"2024",30
183035,"2023",46
183035,"2022",37
183044,"2024",14676
183044,"2023",14926
183044,"2022",15134
183062,"2024",3123
183062,"2023",3155
183062,"2022",3338
183071,"2024",1586
183071,"2023",1693
183071,"2022",1756
183080,"2024",4102
183080,"2023",4321
183080,"2022",4706
183099,"2024",4978
183099,"2023",4744
183099,"2022",4843
183105,"2024",1400
183105,"2023",1272
183105,"2022",1292
183114,"2024",2343
183114,"2023",1818
183114,"2022",1786
183123,"2024",1998
183123,"2023",1700
183123,"2022",1597
183132,"2024",5528
183132,"2023",5080
183132,"2022",4964
183141,"2024",3340
183141,"2023",2980
183141,"2022",2634
183150,"2024",3995
183150,"2023",3484
183150,"2022",3428
183202,"2024",100
183202,"2023",103
183202,"2022",123
183211,"2024",3434
183211,"2023",3290
183211,"2022",2974
183239,"2024",2143
183239,"2023",2014
183239,"2022",2021
183248,"2024",170
183248,"2023",151
183248,"2022",147
183257,"2024",2257
183257,"2023",2296
183257,"2022",2590
183275,"2024",100
183275,"2023",92
183275,"2022",89
183488,"2024",1139
183488,"2023",1083
183488,"2022",873
183600,"2024",36
183600,"2023",39
183600,"2022",36
183655,"2024",7382
183655,"2023",6324
183655,"2022",6313
183725,"2024",655
183725,"2023",580
183725,"2022",669
183743,"2024",16693
183743,"2023",15858
183743,"2022",15447
183789,"2024",2833
183789,"2023",2852
183789,"2022",3532
183804,"2024",10102
183804,"2023",9305
183804,"2022",8745
183822,"2024",967
183822,"2023",1226
183822,"2022",1391
183859,"2024",14556
183859,"2023",14610
183859,"2022",13920
183877,"2024",11735
183877,"2023",11117
183877,"2022",11033
183910,"2024",2068
183910,"2023",2160
183910,"2022",2309
183938,"2024",15292
183938,"2023",15437
183938,"2022",15728
183974,"2024",1740
183974,"2023",1686
183974,"2022",1755
183983,"2024",155
183983,"2023",195
183983,"2022",206
184056,"2024",1045
184056,"2023",981
184056,"2022",1009
184092,"2024",1147
184092,"2023",1094
184092,"2022",1023
184180,"2024",8995
184180,"2023",8511
184180,"2022",8801
184205,"2024",4418
184205,"2023",3771
184205,"2022",3357
184348,"2024",2502
184348,"2023",2405
184348,"2022",2424
184427,"2024",529
184427,"2023",477
184427,"2022",495
184481,"2024",9358
184481,"2023",9206
184481,"2022",8883
184506,"2024",188
184506,"2023",165
184506,"2022",176
184603,"2024",8836
184603,"2023",9210
184603,"2022",9451
184612,"2024",2761
184612,"2023",2682
184612,"2022",2941
184694,"2024",3238
184694,"2023",3545
184694,"2022",3920
184746,"2024",221
184746,"2023",209
184746,"2022",274
184773,"2024",2270
184773,"2023",2363
184773,"2022",2503
184782,"2024",22902
184782,"2023",22472
184782,"2022",22080
184791,"2024",7961
184791,"2023",7803
184791,"2022",7996
184816,"2024",215
184816,"2023",169
184816,"2022",155
184959,"2024",1074
184959,"2023",1075
184959,"2022",1015
184968,"2024",185
184968,"2023",204
184968,"2022",194
184995,"2024",10498
184995,"2023",10169
184995,"2022",10040
185129,"2024",7008
185129,"2023",7694
185129,"2022",8313
185174,"2022",86
185262,"2024",15610
185262,"2023",15023
185262,"2022",15070
185396,"2024",2569
185396,"2023",2444
185396,"2022",2323
185466,"2024",601
185466,"2023",614
185466,"2022",556
185509,"2024",8853
185509,"2023",8392
185509,"2022",8619
185536,"2024",17222
185536,"2023",15660
185536,"2022",15043
185572,"2024",5323
185572,"2023",5428
185572,"2022",6034
185590,"2024",25785
185590,"2023",24972
185590,"2022",23783
185679,"2024",792
185679,"2023",607
185679,"2022",797
185721,"2024",714
185721,"2023",664
185721,"2022",634
185758,"2024",162
185758,"2023",150
185758,"2022",151
185767,"2024",431
185767,"2023",409
185767,"2022",378
185828,"2024",14640
185828,"2023",13931
185828,"2022",13649
185873,"2024",12532
185873,"2023",12367
185873,"2022",12610
185970,"2024",180
185970,"2023",200
185970,"2022",214
186016,"2024",736
186016,"2023",674
186016,"2022",750
186034,"2024",8178
186034,"2023",8222
186034,"2022",7189
186052,"2024",1536
186052,"2023",1460
186052,"2022",1343
186122,"2024",315
186122,"2023",350
186122,"2022",341
186131,"2024",9042
186131,"2023",8946
186131,"2022",8631
186186,"2024",323
186186,"2023",245
186186,"2022",389
186201,"2024",6346
186201,"2023",6183
186201,"2022",6413
186274,"2024",396
186274,"2023",337
186274,"2022",355
186283,"2024",4932
186283,"2023",4816
186283,"2022",4868
186371,"2024",6622
186371,"2023",6841
186371,"2022",7470
186380,"2024",57297
186380,"2023",56943
186380,"2022",56603
186399,"2024",12739
186399,"2023",12906
186399,"2022",14168
186405,"2024",15
186405,"2023",16
186405,"2022",16
186423,"2024",53
186423,"2023",53
186423,"2022",74
186432,"2024",4961
186432,"2023",4448
186432,"2022",3613
186469,"2024",2084
186469,"2023",2080
186469,"2022",2096
186584,"2024",12878
186584,"2023",12550
186584,"2022",10834
186593,"2024",328
186593,"2023",310
186593,"2022",268
186618,"2024",1175
186618,"2023",1220
186618,"2022",1341
186645,"2024",9716
186645,"2023",9275
186645,"2022",9385
186867,"2024",9650
186867,"2023",10402
186867,"2022",9111
186876,"2024",12036
186876,"2023",11694
186876,"2022",11602
186900,"2024",85
186900,"2023",92
186900,"2022",94
187000,"2024",855
187000,"2023",692
187000,"2022",527
187046,"2024",10924
187046,"2023",11431
187046,"2022",12829
187134,"2024",8588
187134,"2023",8754
187134,"2022",8566
187198,"2024",11360
187198,"2023",10973
187198,"2022",10974
187444,"2024",11608
187444,"2023",11340
187444,"2022",11619
187505,"2024",781
187505,"2023",1130
187505,"2022",1328
187532,"2024",27915
187532,"2023",28937
187532,"2022",27684
187596,"2024",2004
187596,"2023",1844
187596,"2022",1931
187620,"2024",8861
187620,"2023",8638
187620,"2022",8162
187639,"2024",3275
187639,"2023",3299
187639,"2022",3245
187648,"2024",7107
187648,"2023",6892
187648,"2022",6523
187666,"2024",2918
187666,"2023",2901
187666,"2022",2444
187745,"2024",1100
187745,"2023",1173
187745,"2022",1159
187897,"2024",3565
187897,"2023",3486
187897,"2022",3452
187903,"2024",2646
187903,"2023",2771
187903,"2022",2385
187912,"2024",528
187912,"2023",515
187912,"2022",543
187958,"2024",3097
187958,"2023",2841
187958,"2022",2648
187967,"2024",2088
187967,"2023",2014
187967,"2022",2000
187976,"2024",1936
187976,"2023",1887
187976,"2022",1889
187985,"2024",24675
187985,"2023",24281
187985,"2022",23914
187994,"2024",1593
187994,"2023",1548
187994,"2022",1423
188003,"2024",1917
188003,"2023",2475
188003,"2022",2123
188021,"2024",1286
188021,"2023",1309
188021,"2022",1037
188030,"2024",16904
188030,"2023",16277
188030,"2022",15892
188049,"2024",3736
188049,"2023",3260
188049,"2022",3027
188058,"2024",1685
188058,"2023",1479
188058,"2022",1904
188100,"2024",8421
188100,"2023",8367
188100,"2022",8098
188137,"2024",5210
188137,"2023",4918
188137,"2022",4831
188182,"2024",1353
188182,"2023",1090
188182,"2022",1067
188207,"2024",347
188207,"2023",274
188207,"2022",228
188216,"2024",305
188216,"2023",410
188216,"2022",466
188225,"2024",1897
188225,"2023",2045
188225,"2022",1932
188261,"2024",844
188261,"2023",1156
188261,"2022",1286
188289,"2024",87
188289,"2023",103
188289,"2022",107
188304,"2024",4545
188304,"2023",4150
188304,"2022",3910
188340,"2024",1731
188340,"2023",1620
188340,"2022",1497
188429,"2024",8359
188429,"2023",8156
188429,"2022",8463
188438,"2024",3851
188438,"2023",3738
188438,"2022",3865
188517,"2024",321
188517,"2023",394
188517,"2022",496
188526,"2024",907
188526,"2023",1010
188526,"2022",1092
188535,"2024",731
188535,"2023",706
188535,"2022",688
188580,"2024",903
188580,"2023",912
188580,"2022",897
188641,"2024",2300
188641,"2023",2222
188641,"2022",2355
188650,"2024",566
188650,"2023",471
188650,"2022",706
188669,"2024",88
188669,"2023",67
188669,"2022",61
188678,"2024",243
188678,"2023",231
188678,"2022",205
188687,"2024",448
188687,"2023",504
188687,"2022",601
188696,"2022",169
188854,"2024",1725
188854,"2023",1799
188854,"2022",2033
188890,"2024",2370
188890,"2023",2108
188890,"2022",1925
188915,"2024",29
188915,"2023",40
188915,"2022",35
188942,"2024",295
188942,"2023",311
188942,"2022",280
189015,"2024",1043
189015,"2023",989
189015,"2022",998
189088,"2024",3329
189088,"2023",3285
189088,"2022",3049
189097,"2024",3711
189097,"2023",3685
189097,"2022",3052
189219,"2024",218
189219,"2023",145
189219,"2022",240
189228,"2024",2910
189228,"2023",2782
189228,"2022",3549
189255,"2024",141
189255,"2023",138
189255,"2022",146
189273,"2024",83
189273,"2023",75
189273,"2022",88
189282,"2024",425
189282,"2023",434
189282,"2022",381
189404,"2024",163
189404,"2023",244
189404,"2022",277
189413,"2024",717
189413,"2023",585
189413,"2022",551
189468,"2024",224
189468,"2023",255
189468,"2022",307
189477,"2024",232
189477,"2023",201
189477,"2022",165
189501,"2024",1186
189501,"2023",1217
189501,"2022",1251
189547,"2024",6640
189547,"2023",6622
189547,"2022",6738
189565,"2024",672
189565,"2023",625
189565,"2022",714
189583,"2024",4217
189583,"2023",2519
189583,"2022",1614
189592,"2024",475
189592,"2023",490
189592,"2022",506
189705,"2024",2919
189705,"2023",2859
189705,"2022",3047
189714,"2024",544
