"UNITID","YEAR","Total Students"
207157,"2024",339
207157,"2023",330
207157,"2022",331
207209,"2024",2076
207209,"2023",2102
207209,"2022",2186
207236,"2024",3385
207236,"2023",2867
207236,"2022",2788
207254,"2024",1155
207254,"2023",987
207254,"2022",949
207263,"2024",8002
207263,"2023",8097
207263,"2022",8388
207281,"2024",4619
207281,"2023",4859
207281,"2022",4343
207290,"2024",2129
207290,"2023",2127
207290,"2022",2228
207306,"2024",2388
207306,"2023",2179
207306,"2022",2168
207315,"2024",2179
207315,"2023",1709
207315,"2022",1474
207324,"2024",3483
207324,"2023",3295
207324,"2022",2808
207342,"2024",3833
207342,"2023",3603
207342,"2022",3452
207351,"2024",1285
207351,"2023",1568
207351,"2022",1675
207388,"2024",28585
207388,"2023",27951
207388,"2022",27223
207397,"2024",6344
207397,"2023",6745
207397,"2022",6667
207403,"2024",1670
207403,"2023",1500
207403,"2022",1563
207449,"2024",16249
207449,"2023",16514
207449,"2022",16315
207458,"2024",3207
207458,"2023",2898
207458,"2022",2912
207500,"2024",32954
207500,"2023",31908
207500,"2022",31604
207564,"2024",3178
207564,"2023",3048
207564,"2022",3012
207582,"2024",6376
207582,"2023",5835
207582,"2022",5608
207661,"2024",3876
207661,"2023",3917
207661,"2022",3854
207670,"2024",9524
207670,"2023",8809
207670,"2022",8907
207704,"2024",243
207704,"2023",331
207704,"2022",296
207722,"2024",1013
207722,"2023",876
207722,"2022",947
207740,"2024",1926
207740,"2023",1955
207740,"2022",1951
207786,"2024",24
207786,"2023",25
207786,"2022",25
207847,"2024",7653
207847,"2023",7152
207847,"2022",7251
207856,"2024",384
207856,"2023",449
207856,"2022",492
207865,"2024",5869
207865,"2023",5825
207865,"2022",5647
207935,"2024",20053
207935,"2023",20071
207935,"2022",20199
207962,"2024",1579
207962,"2023",1448
207962,"2022",1107
207971,"2024",3957
207971,"2023",3956
207971,"2022",4087
208035,"2024",1468
208035,"2023",1665
208035,"2022",1645
208044,"2024",56
208044,"2023",67
208044,"2022",79
208053,"2024",350
208053,"2023",375
208053,"2022",336
208275,"2024",3221
208275,"2023",2859
208275,"2022",2662
208318,"2024",7321
208318,"2023",6759
208318,"2022",6649
208390,"2024",12632
208390,"2023",12541
208390,"2022",12175
208406,"2024",11524
208406,"2023",10454
208406,"2022",10848
208415,"2024",1506
208415,"2023",1799
208415,"2022",1557
208433,"2024",107
208433,"2023",121
208433,"2022",113
208479,"2024",652
208479,"2023",819
208479,"2022",745
208512,"2024",791
208512,"2023",653
208512,"2022",786
208637,"2024",298
208637,"2023",265
208637,"2022",237
208646,"2024",5151
208646,"2023",4626
208646,"2022",4585
208725,"2024",60
208725,"2023",52
208725,"2022",56
208822,"2024",5008
208822,"2023",4903
208822,"2022",4824
208859,"2024",78
208859,"2023",72
208859,"2022",72
209038,"2024",12002
209038,"2023",11433
209038,"2022",11541
209056,"2024",3796
209056,"2023",3879
209056,"2022",3838
209065,"2024",1901
209065,"2023",2018
209065,"2022",2015
209074,"2024",8631
209074,"2023",7881
209074,"2022",7699
209083,"2024",96
209083,"2023",105
209083,"2022",132
209153,"2024",49
209153,"2023",61
209153,"2022",65
209205,"2024",73
209205,"2023",74
209205,"2022",65
209241,"2024",123
209241,"2023",123
209241,"2022",128
209250,"2024",11656
209250,"2023",11566
209250,"2022",11879
209287,"2023",668
209287,"2022",655
209296,"2024",401
209296,"2023",405
209296,"2022",533
209409,"2024",898
209409,"2023",836
209409,"2022",858
209490,"2024",3226
209490,"2023",3248
209490,"2022",3332
209506,"2024",8796
209506,"2023",8046
209506,"2022",7309
209542,"2024",43223
209542,"2023",41142
209542,"2022",39950
209551,"2024",25432
209551,"2023",25054
209551,"2022",24159
209603,"2024",546
209603,"2023",517
209603,"2022",536
209612,"2024",3930
209612,"2023",3937
209612,"2022",4135
209667,"2024",103
209667,"2023",126
209667,"2022",106
209676,"2024",190
209676,"2023",182
209676,"2022",174
209694,"2024",67
209694,"2023",81
209694,"2022",94
209700,"2024",300
209700,"2023",328
209700,"2022",334
209719,"2024",113
209719,"2023",117
209719,"2022",104
209746,"2024",35213
209746,"2023",34158
209746,"2022",37041
209807,"2024",24869
209807,"2023",26034
209807,"2022",27510
209825,"2024",3722
209825,"2023",4024
209825,"2022",4711
209922,"2024",1555
209922,"2023",1594
209922,"2022",1612
209940,"2024",6537
209940,"2023",5855
209940,"2022",5793
210146,"2024",7070
210146,"2023",10699
210146,"2022",10737
210155,"2024",2153
210155,"2023",2080
210155,"2022",2141
210234,"2024",3069
210234,"2023",2650
210234,"2022",2923
210270,"2024",3684
210270,"2023",3390
210270,"2022",3294
210304,"2024",404
210304,"2023",395
210304,"2022",409
210331,"2024",1095
210331,"2023",1530
210331,"2022",1579
210340,"2022",82
210368,"2024",940
210368,"2023",1007
210368,"2022",1040
210401,"2024",2245
210401,"2023",2079
210401,"2022",1917
210429,"2024",7237
210429,"2023",6547
210429,"2022",4750
210438,"2024",1306
210438,"2023",1371
210438,"2022",1754
210492,"2024",295
210492,"2023",310
210492,"2022",280
210508,"2024",22
210508,"2023",21
210508,"2022",24
210571,"2024",1899
210571,"2023",1777
210571,"2022",1863
210599,"2024",1516
210599,"2023",1527
210599,"2022",1400
210605,"2024",17631
210605,"2023",17447
210605,"2022",18819
210669,"2024",1247
210669,"2023",1436
210669,"2022",1682
210711,"2024",203
210711,"2023",185
210711,"2022",170
210739,"2024",3998
210739,"2023",3842
210739,"2022",3988
210748,"2024",166
210748,"2023",162
210748,"2022",144
210775,"2024",3197
210775,"2023",3117
210775,"2022",3104
210784,"2024",380
210784,"2023",388
210784,"2022",361
210809,"2024",14716
210809,"2023",14327
211006,"2024",551
211006,"2023",558
211006,"2022",553
211024,"2023",704
211024,"2022",813
211079,"2024",2215
211079,"2023",2257
211079,"2022",2286
211088,"2024",3908
211088,"2023",3851
211088,"2022",3668
211130,"2024",53
211130,"2023",187
211130,"2022",231
211273,"2024",1784
211273,"2023",1814
211273,"2022",1811
211291,"2024",4014
211291,"2023",3877
211291,"2022",3847
211307,"2024",10556
211307,"2023",10417
211307,"2022",10485
211316,"2024",142
211316,"2023",139
211316,"2022",138
211334,"2024",51
211334,"2023",41
211334,"2022",55
211343,"2024",3373
211343,"2023",3396
211343,"2022",3442
211352,"2023",1980
211352,"2022",2116
211431,"2024",3147
211431,"2023",3229
211431,"2022",2345
211440,"2024",16795
211440,"2023",17136
211440,"2022",16296
211468,"2024",1525
211468,"2023",1644
211468,"2022",1758
211477,"2024",1239
211477,"2023",1223
211477,"2022",1394
211556,"2024",2618
211556,"2023",2658
211556,"2022",2786
211583,"2024",1609
211583,"2023",1666
211583,"2022",1787
211608,"2024",769
211608,"2023",750
211608,"2022",743
211635,"2024",142
211635,"2023",87
211635,"2022",114
211802,"2024",150
211802,"2023",179
211802,"2022",181
211893,"2024",160
211893,"2023",152
211893,"2022",151
211927,"2024",12031
211927,"2023",12334
211927,"2022",12958
211981,"2024",2740
211981,"2023",2752
211981,"2022",2564
212009,"2024",2246
212009,"2023",2206
212009,"2022",2249
212045,"2024",340
212045,"2023",361
212045,"2022",367
212054,"2024",24590
212054,"2023",25614
212054,"2022",26386
212106,"2024",9212
212106,"2023",9111
212106,"2022",9161
212115,"2024",6155
212115,"2023",5931
212115,"2022",5853
212133,"2024",10139
212133,"2023",8087
212133,"2022",6295
212197,"2024",2553
212197,"2023",2382
212197,"2022",2215
212230,"2024",55
212230,"2023",55
212230,"2022",53
212267,"2024",151
212267,"2023",146
212267,"2022",122
212276,"2024",138
212276,"2023",123
212276,"2022",101
212294,"2024",110
212294,"2023",108
212294,"2022",90
212300,"2024",97
212300,"2023",102
212300,"2022",86
212328,"2024",201
212328,"2023",162
212328,"2022",131
212337,"2024",167
212337,"2023",162
212337,"2022",158
212355,"2024",228
212355,"2023",209
212355,"2022",185
212382,"2024",257
212382,"2023",232
212382,"2022",204
212391,"2024",127
212391,"2023",93
212391,"2022",97
212434,"2024",305
212434,"2023",265
212434,"2022",354
212577,"2024",2006
212577,"2023",2070
212577,"2022",2198
212601,"2024",5184
212601,"2023",5358
212601,"2022",5202
212656,"2024",1441
212656,"2023",1344
212656,"2022",1432
212674,"2024",3373
212674,"2023",3174
212674,"2022",2542
212753,"2024",190
212753,"2023",130
212753,"2022",135
212771,"2024",687
212771,"2023",614
212771,"2022",775
212805,"2024",2528
212805,"2023",2458
212805,"2022",2486
212832,"2024",2568
212832,"2023",2433
212832,"2022",2907
212869,"2024",1140
212869,"2023",1145
212869,"2022",1176
212878,"2024",19482
212878,"2023",18971
212878,"2022",20214
212911,"2024",1474
212911,"2023",1482
212911,"2022",1438
212975,"2024",282
212975,"2023",213
212975,"2022",196
212984,"2024",3673
212984,"2023",3437
212984,"2022",3562
212993,"2022",190
213011,"2024",3502
213011,"2023",3154
213011,"2022",3318
213020,"2024",10512
213020,"2023",10128
213020,"2022",10470
213163,"2024",345
213163,"2023",364
213163,"2022",296
213181,"2024",407
213181,"2023",477
213181,"2022",547
213233,"2024",715
213233,"2023",679
213233,"2022",567
213251,"2024",1402
213251,"2023",1358
213251,"2022",1398
213303,"2024",2014
213303,"2023",1974
213303,"2022",2094
213321,"2024",2232
213321,"2023",2238
213321,"2022",2397
213330,"2024",42
213330,"2023",42
213330,"2022",32
213349,"2024",8245
213349,"2023",8299
213349,"2022",8579
213358,"2024",3102
213358,"2023",2644
213358,"2022",3334
213367,"2024",4680
213367,"2023",5133
213367,"2022",5566
213376,"2024",4792
213376,"2023",4380
213376,"2022",4239
213385,"2024",2796
213385,"2023",2764
213385,"2022",2762
213400,"2024",3132
213400,"2023",2668
213400,"2022",2671
213446,"2024",64
213446,"2023",78
213446,"2022",93
213455,"2024",509
213455,"2023",333
213455,"2022",583
213473,"2024",220
213473,"2023",197
213473,"2022",206
213491,"2024",61
213491,"2023",69
213491,"2022",62
213507,"2024",2344
213507,"2023",2276
213507,"2022",2240
213525,"2024",9052
213525,"2023",8859
213525,"2022",9000
213534,"2024",819
213534,"2023",677
213534,"2022",570
213543,"2024",8067
213543,"2023",7839
213543,"2022",7696
213570,"2024",893
213570,"2023",756
213570,"2022",753
213589,"2024",550
213589,"2023",516
213589,"2022",459
213598,"2024",1953
213598,"2023",1946
213598,"2022",2051
213622,"2024",102
213622,"2023",114
213622,"2022",118
213631,"2024",302
213631,"2023",280
213631,"2022",294
213659,"2024",6271
213659,"2023",6241
213659,"2022",6306
213668,"2024",1095
213668,"2023",1094
213668,"2022",1122
213774,"2024",685
213774,"2023",674
213774,"2022",775
213826,"2024",3286
213826,"2023",3201
213826,"2022",3041
213914,"2024",324
213914,"2023",345
213914,"2022",349
213932,"2024",181
213932,"2023",145
213932,"2022",186
213987,"2024",2965
213987,"2023",3434
213987,"2022",3520
213996,"2024",3689
213996,"2023",3569
213996,"2022",3567
214023,"2024",18
214023,"2023",15
214023,"2022",15
214041,"2024",7961
214041,"2023",7858
214041,"2022",8335
214069,"2024",2376
214069,"2023",2423
214069,"2022",2402
214111,"2024",15504
214111,"2023",14955
214111,"2022",15219
214148,"2024",418
214148,"2023",381
214148,"2022",397
214157,"2024",3091
214157,"2023",2967
214157,"2022",2957
214166,"2024",3231
214166,"2023",3021
214166,"2022",2924
214175,"2024",1938
214175,"2023",2087
214175,"2022",2214
214272,"2024",2555
214272,"2023",2569
214272,"2022",2634
214290,"2024",964
214290,"2023",925
214290,"2022",964
214379,"2024",12063
214379,"2023",11811
214379,"2022",11205
214476,"2024",62
214476,"2023",65
214476,"2022",59
214528,"2024",504
214528,"2023",487
214528,"2022",450
214564,"2024",1265
214564,"2023",1282
214564,"2022",1375
214582,"2024",1405
214582,"2023",1329
214582,"2022",1121
214591,"2024",3553
214591,"2023",3536
214591,"2022",3634
214607,"2024",297
214607,"2023",310
214607,"2022",338
214625,"2024",522
214625,"2023",534
214625,"2022",597
214634,"2024",399
214634,"2023",348
214634,"2022",377
214643,"2024",377
214643,"2023",413
214643,"2022",346
214652,"2024",912
214652,"2023",992
214652,"2022",1015
214670,"2024",1068
214670,"2023",994
214670,"2022",993
214689,"2024",2573
214689,"2023",2736
214689,"2022",2840
214698,"2024",548
214698,"2023",567
214698,"2022",600
214704,"2024",2152
214704,"2023",2306
214704,"2022",2327
214713,"2024",5123
214713,"2023",5026
214713,"2022",5159
214731,"2024",1321
214731,"2023",1304
214731,"2022",1326
214740,"2024",377
214740,"2023",410
214740,"2022",464
214759,"2024",450
214759,"2023",468
214759,"2022",559
214768,"2024",577
214768,"2023",562
214768,"2022",613
214777,"2024",53053
214777,"2023",52693
214777,"2022",51693
214786,"2024",388
214786,"2023",408
214786,"2022",439
214795,"2024",655
214795,"2023",737
214795,"2022",748
214801,"2024",3469
214801,"2023",3437
214801,"2022",3454
214810,"2024",747
214810,"2023",716
214810,"2022",672
214829,"2024",797
214829,"2023",818
214829,"2022",829
214883,"2024",1346
214883,"2023",1279
214883,"2022",1363
214892,"2024",438
214892,"2023",461
214892,"2022",492
214944,"2024",1106
214944,"2023",872
214944,"2022",926
214971,"2024",148
214971,"2023",182
214971,"2022",203
215008,"2024",89
215008,"2023",90
215008,"2022",89
215044,"2024",272
215044,"2023",279
215044,"2022",225
215053,"2024",341
215053,"2023",258
215053,"2022",242
215062,"2024",32816
215062,"2023",32205
215062,"2022",32618
215105,"2023",1478
215105,"2022",1729
215114,"2024",1861
215114,"2023",1724
215114,"2022",1705
215123,"2024",3191
215123,"2023",3227
215123,"2022",3224
215239,"2024",17536
215239,"2023",16769
215239,"2022",16568
215266,"2024",2249
215266,"2023",2184
215266,"2022",2266
215275,"2024",1426
215275,"2023",1394
215275,"2022",1475
215284,"2024",2006
215284,"2023",2133
215284,"2022",2241
215293,"2024",36696
215293,"2023",35659
215293,"2022",36128
215309,"2024",41
215309,"2023",23
215309,"2022",33
215336,"2023",45
215336,"2022",54
215381,"2024",948
215381,"2023",848
215381,"2022",869
215390,"2024",498
215390,"2023",417
215390,"2022",349
215415,"2023",1424
215415,"2022",2011
215424,"2024",231
215424,"2023",236
215424,"2022",251
215442,"2024",4160
215442,"2023",4042
215442,"2022",4171
215479,"2024",60
215479,"2023",68
215479,"2022",66
215530,"2024",119
215530,"2023",84
215530,"2022",85
215585,"2024",6844
215585,"2023",6383
215585,"2022",6364
215594,"2024",329
215594,"2023",305
215594,"2022",329
215619,"2024",56
215619,"2023",48
215619,"2022",54
215637,"2024",223
215637,"2023",325
215637,"2022",326
215655,"2024",5581
215655,"2023",4979
215655,"2022",5387
215682,"2024",583
215682,"2023",628
215682,"2022",692
215691,"2024",951
215691,"2023",935
215691,"2022",791
215743,"2024",3132
215743,"2023",3269
215743,"2022",3413
215770,"2024",7841
215770,"2023",8647
215770,"2022",9661
215798,"2024",1567
215798,"2023",1654
215798,"2022",1705
215813,"2024",94
215813,"2023",92
215813,"2022",77
215886,"2024",104
215886,"2023",59
215886,"2022",94
215929,"2024",5253
215929,"2023",5139
215929,"2022",5183
215947,"2024",5037
215947,"2023",3820
215947,"2022",3721
215974,"2024",779
215974,"2023",614
215974,"2022",448
215983,"2023",81
215983,"2022",29
215992,"2024",243
215992,"2023",212
215992,"2022",191
216010,"2024",5858
216010,"2023",5812
216010,"2022",6387
216038,"2024",9586
216038,"2023",9547
216038,"2022",9708
216047,"2024",230
216047,"2023",206
216047,"2022",208
216074,"2024",501
216074,"2023",399
216074,"2022",1155
216083,"2024",318
216083,"2023",329
216083,"2022",360
216162,"2024",454
216162,"2023",464
216162,"2022",425
216223,"2024",94
216223,"2023",80
216223,"2022",84
216278,"2024",2333
216278,"2023",2935
216278,"2022",2650
216287,"2024",1740
216287,"2023",1713
216287,"2022",1716
216296,"2024",1506
216296,"2023",1407
216296,"2022",1237
216311,"2024",123
216311,"2023",127
216311,"2022",119
216339,"2024",32591
216339,"2023",35985
216339,"2022",38470
216348,"2024",23
216348,"2023",43
216348,"2022",33
216357,"2024",1081
216357,"2023",993
216357,"2022",882
216366,"2024",9512
216366,"2023",9492
216366,"2022",9643
216436,"2024",120
216436,"2023",178
216436,"2022",194
216445,"2024",117
216445,"2023",160
216445,"2022",195
216454,"2024",101
216454,"2023",143
216454,"2022",163
216463,"2024",300
216463,"2023",318
216463,"2022",302
216524,"2024",1519
216524,"2023",1562
216524,"2022",1582
216542,"2024",678
216542,"2023",694
216542,"2022",679
216551,"2024",112
216551,"2023",87
216551,"2022",78
216579,"2024",109
216579,"2023",133
216579,"2022",132
216597,"2024",11176
216597,"2023",11571
216597,"2022",12034
216630,"2024",62
216630,"2023",70
216630,"2022",58
216667,"2024",1198
216667,"2023",1179
216667,"2022",1188
216694,"2024",1478
216694,"2023",1503
216694,"2022",1601
216746,"2024",81
216746,"2023",86
216746,"2022",106
216764,"2024",18762
216764,"2023",19021
216764,"2022",19538
216773,"2024",165
216773,"2023",122
216773,"2022",127
216782,"2022",403
216807,"2024",1301
216807,"2023",1232
216807,"2022",1442
216816,"2024",1222
216816,"2023",1175
216816,"2022",1090
216825,"2024",5783
216825,"2023",5497
216825,"2022",5836
216852,"2024",6270
216852,"2023",6184
216852,"2022",6587
216931,"2024",7059
216931,"2023",6993
216931,"2022",7263
216940,"2024",316
216940,"2023",279
216940,"2022",252
217013,"2024",2406
217013,"2023",2169
217013,"2022",2145
217040,"2024",42
217040,"2023",40
217040,"2022",41
217059,"2024",4216
217059,"2023",4207
217059,"2022",4290
217077,"2024",868
217077,"2023",947
217077,"2022",545
217156,"2024",12261
217156,"2023",11766
217156,"2022",11151
217165,"2024",3964
217165,"2023",3861
217165,"2022",3811
217235,"2024",4724
217235,"2023",4935
217235,"2022",5650
217305,"2024",2504
217305,"2023",2469
217305,"2022",2551
217323,"2024",1424
217323,"2023",1327
217323,"2022",1230
217402,"2024",5035
217402,"2023",5035
217402,"2022",5039
217420,"2024",10308
217420,"2023",10012
217420,"2022",7287
217475,"2024",16546
217475,"2023",16371
217475,"2022",16393
217484,"2024",20938
217484,"2023",20653
217484,"2022",20793
217493,"2024",2593
217493,"2023",2706
217493,"2022",2653
217518,"2024",5071
217518,"2023",5007
217518,"2022",4998
217536,"2024",3025
217536,"2023",3132
217536,"2022",3041
217581,"2024",221
217581,"2023",254
217581,"2022",213
217606,"2024",149
217606,"2023",267
217606,"2022",256
217615,"2024",3009
217615,"2023",2923
217615,"2022",2606
217624,"2024",789
217624,"2023",796
217624,"2022",1215
217633,"2024",4964
217633,"2023",4602
217633,"2022",4690
217688,"2024",4231
217688,"2023",4155
217688,"2022",4095
217712,"2024",3339
217712,"2023",3151
217712,"2022",2903
217721,"2024",1990
217721,"2023",2176
217721,"2022",2031
217749,"2024",3494
217749,"2023",3618
217749,"2022",3622
217776,"2024",1330
217776,"2023",1335
217776,"2022",1427
217794,"2024",122
217794,"2023",180
217794,"2022",180
217819,"2024",13568
217819,"2023",12560
217819,"2022",12549
217828,"2023",60
217828,"2022",47
217837,"2024",2142
217837,"2023",2253
217837,"2022",2373
217864,"2024",4325
217864,"2023",4446
217864,"2022",4399
217873,"2024",2116
217873,"2023",2097
217873,"2022",2127
217882,"2024",31612
217882,"2023",31228
217882,"2022",30368
217891,"2024",192
217891,"2023",215
217891,"2022",235
217907,"2024",1273
217907,"2023",1506
217907,"2022",1464
217925,"2024",3657
217925,"2023",3514
217925,"2022",3019
217934,"2024",2070
217934,"2023",2138
217934,"2022",1945
217961,"2024",1967
217961,"2023",2391
217961,"2022",2644
217989,"2024",973
217989,"2023",1000
217989,"2022",895
217998,"2024",1162
217998,"2023",1204
217998,"2022",1116
218025,"2024",4669
218025,"2023",4040
218025,"2022",3707
218061,"2024",4565
218061,"2023",4628
218061,"2022",4501
218070,"2024",2558
218070,"2023",2523
218070,"2022",2540
218113,"2024",14377
218113,"2023",15170
218113,"2022",13484
218140,"2024",9846
218140,"2023",10168
218140,"2022",9247
218159,"2024",211
218159,"2023",214
218159,"2022",186
218195,"2024",212
218195,"2023",211
218195,"2022",186
218229,"2024",4925
218229,"2023",4659
218229,"2022",4369
218238,"2024",2150
218238,"2023",2053
218238,"2022",2147
218335,"2024",3644
218335,"2023",3667
218335,"2022",3756
218353,"2024",12472
218353,"2023",12632
218353,"2022",12601
218399,"2024",516
218399,"2023",508
218399,"2022",486
218414,"2024",1651
218414,"2023",1414
218414,"2022",1309
218441,"2024",2557
218441,"2023",2465
218441,"2022",2613
218487,"2024",3097
218487,"2023",2897
218487,"2022",3049
218520,"2024",6714
218520,"2023",7099
218520,"2022",6714
218539,"2024",1263
218539,"2023",1330
218539,"2022",1359
218645,"2024",4746
218645,"2023",4764
218645,"2022",4833
218654,"2024",2556
218654,"2023",2531
218654,"2022",2474
218663,"2024",39611
218663,"2023",38804
218663,"2022",38614
218672,"2024",3314
218672,"2023",2796
218672,"2022",2669
218681,"2024",1076
218681,"2023",1040
218681,"2022",1057
218690,"2024",2116
218690,"2023",1890
218690,"2022",1717
218706,"2024",1903
218706,"2023",1530
218706,"2022",1738
218724,"2024",11733
218724,"2023",11171
218724,"2022",11562
218733,"2024",3396
218733,"2023",3019
218733,"2022",2636
218742,"2024",5855
218742,"2023",5861
218742,"2022",6590
218751,"2024",446
218751,"2023",448
218751,"2022",502
218821,"2024",1117
218821,"2023",1170
218821,"2022",1131
218830,"2024",8393
218830,"2023",8353
218830,"2022",8247
218858,"2024",4122
218858,"2023",4489
218858,"2022",3987
218885,"2024",7416
218885,"2023",7243
218885,"2022",7185
218894,"2024",20307
218894,"2023",18427
218894,"2022",16678
218919,"2024",575
218919,"2023",533
218919,"2022",436
218955,"2024",923
218955,"2023",943
218955,"2022",905
218964,"2024",5393
218964,"2023",5559
218964,"2022",6071
218973,"2024",1909
218973,"2023",1863
218973,"2022",1830
218991,"2024",6553
218991,"2023",6218
218991,"2022",5548
219000,"2024",2547
219000,"2023",2590
219000,"2022",2464
219037,"2024",104
219037,"2023",100
219037,"2022",80
219046,"2024",5715
219046,"2023",5614
219046,"2022",5533
219082,"2024",5644
219082,"2023",4866
219082,"2022",4785
219091,"2024",982
219091,"2023",994
219091,"2022",997
219125,"2024",80
219125,"2023",110
219125,"2022",145
219143,"2024",2769
219143,"2023",2655
219143,"2022",2625
219170,"2023",35
219170,"2022",36
219189,"2024",1374
219189,"2023",1407
219189,"2022",1407
219198,"2024",1741
219198,"2023",1717
219198,"2022",1718
219204,"2024",1660
219204,"2023",1876
219204,"2022",1994
219240,"2024",1638
219240,"2023",1166
219240,"2022",952
219259,"2024",5717
219259,"2023",5311
219259,"2022",5057
219277,"2024",1630
219277,"2023",1546
219277,"2022",1733
219295,"2022",663
219338,"2022",17
219347,"2024",2901
219347,"2023",2942
219347,"2022",2893
219356,"2024",13773
219356,"2023",13616
219356,"2022",13726
219374,"2024",1226
219374,"2023",1200
219374,"2022",1042
219383,"2024",1735
219383,"2023",1835
219383,"2022",2146
219392,"2024",27
219392,"2023",27
219392,"2022",28
219408,"2024",332
219408,"2023",261
219408,"2022",312
219426,"2024",3211
219426,"2023",3115
219426,"2022",2930
219453,"2024",216
219453,"2023",207
219453,"2022",205
219471,"2024",12921
219471,"2023",12453
219471,"2022",11909
219480,"2024",1461
219480,"2023",1831
219480,"2022",1741
219505,"2024",50
219505,"2023",51
219505,"2022",63
219587,"2024",95
219587,"2023",95
219587,"2022",110
219596,"2024",518
219596,"2023",557
219596,"2022",300
219602,"2024",11853
219602,"2023",11318
219602,"2022",11416
219639,"2024",1059
219639,"2023",893
219639,"2022",1048
219709,"2024",9421
219709,"2023",9526
219709,"2022",9352
219718,"2024",4547
219718,"2023",6234
219718,"2022",4180
219790,"2024",2545
219790,"2023",2596
219790,"2022",2452
219806,"2024",3294
219806,"2023",3162
219806,"2022",3402
219824,"2024",9104
219824,"2023",8361
219824,"2022",9261
219833,"2024",2366
219833,"2023",2493
219833,"2022",2391
219842,"2024",603
219842,"2023",678
219842,"2022",646
219851,"2024",136
219851,"2023",84
219851,"2022",181
219879,"2024",3984
219879,"2023",3865
219879,"2022",3859
219888,"2024",7056
219888,"2023",6803
219888,"2022",7135
219903,"2024",1677
219903,"2023",2382
219903,"2022",2457
219921,"2022",487
219949,"2024",3649
219949,"2023",2894
219949,"2022",2830
219976,"2024",5646
219976,"2023",5690
219976,"2022",5948
219994,"2024",1594
219994,"2023",1287
219994,"2022",1155
220002,"2022",57
220057,"2024",4204
220057,"2023",3635
220057,"2022",3505
220075,"2024",15276
220075,"2023",15271
220075,"2022",15096
220118,"2024",534
220118,"2023",274
220118,"2022",362
220127,"2024",1935
220127,"2023",891
220127,"2022",677
220163,"2024",118
220163,"2023",98
220163,"2022",82
220181,"2024",1039
220181,"2023",1096
220181,"2022",994
220206,"2024",443
220206,"2023",426
220206,"2022",377
220215,"2024",2560
220215,"2023",2484
220215,"2022",2486
220251,"2024",927
220251,"2023",826
220251,"2022",721
220279,"2024",1004
220279,"2023",919
220279,"2022",876
220321,"2024",2045
220321,"2023",1287
220321,"2022",931
220394,"2024",609
220394,"2023",447
220394,"2022",366
220400,"2024",4342
220400,"2023",4699
220400,"2022",5187
220464,"2024",199
220464,"2023",252
220464,"2022",262
220473,"2024",1143
220473,"2023",1142
220473,"2022",1190
220491,"2024",362
220491,"2023",392
220491,"2022",420
220516,"2024",1632
220516,"2023",1816
220516,"2022",2119
220552,"2024",17912
220552,"2023",12808
220552,"2022",10948
220598,"2024",997
220598,"2023",1195
220598,"2022",1148
220604,"2024",746
220604,"2023",748
220604,"2022",809
220613,"2024",4264
220613,"2023",4569
220613,"2022",5076
220631,"2024",6256
220631,"2023",6018
220631,"2022",5674
220640,"2024",1454
220640,"2023",1806
220640,"2022",1964
220701,"2024",1090
220701,"2023",1040
220701,"2022",979
220710,"2024",1229
220710,"2023",1167
220710,"2022",1114
220756,"2024",226
220756,"2023",197
220756,"2022",159
220765,"2024",544
220765,"2023",468
220765,"2022",553
220792,"2024",1113
220792,"2023",997
220792,"2022",980
220853,"2024",2380
220853,"2023",2055
220853,"2022",1806
220862,"2024",25221
220862,"2023",25421
220862,"2022",25394
220871,"2024",214
220871,"2023",314
220871,"2022",245
220978,"2024",23561
220978,"2023",23369
220978,"2022",28573
220996,"2024",546
220996,"2023",513
220996,"2022",476
221050,"2024",1185
221050,"2023",1388
221050,"2022",1243
221096,"2024",7636
221096,"2023",7104
221096,"2022",7224
221102,"2024",1047
221102,"2023",940
221102,"2022",875
221148,"2024",1781
221148,"2023",1833
221148,"2022",2017
221184,"2024",9469
221184,"2023",8905
221184,"2022",8954
221236,"2024",2826
221236,"2023",2068
221236,"2022",615
221281,"2024",399
221281,"2023",390
221281,"2022",318
221333,"2024",1074
221333,"2023",826
221333,"2022",873
221351,"2024",2072
221351,"2023",2131
221351,"2022",2528
221388,"2022",325
221397,"2024",6351
221397,"2023",5897
221397,"2022",6045
221430,"2024",2063
221430,"2023",2068
221430,"2022",1573
221485,"2024",9607
221485,"2023",9346
221485,"2022",9718
221494,"2024",745
221494,"2023",651
221494,"2022",607
221519,"2024",1905
221519,"2023",1892
221519,"2022",1954
221582,"2024",659
221582,"2023",675
221582,"2022",530
221591,"2024",1024
221591,"2023",759
221591,"2022",706
221607,"2024",976
221607,"2023",829
221607,"2022",470
221616,"2024",3527
221616,"2023",3052
221616,"2022",2126
221625,"2024",2129
221625,"2023",2008
221625,"2022",1612
221643,"2024",11846
221643,"2023",11470
221643,"2022",11899
221661,"2024",4540
221661,"2023",4126
221661,"2022",3142
221670,"2024",548
221670,"2023",540
221670,"2022",545
221731,"2024",1242
221731,"2023",1200
221731,"2022",1208
221740,"2024",12635
221740,"2023",12225
221740,"2022",12384
221759,"2024",39187
221759,"2023",36950
221759,"2022",34640
221768,"2024",8225
221768,"2023",8124
221768,"2022",7803
221829,"2024",490
221829,"2023",492
221829,"2022",479
221838,"2024",9000
221838,"2023",9997
221838,"2022",8976
